,Suburb,Rooms,Type,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longtitude,ParkingArea,Price
29179,West Footscray,2,h,25/11/2017,6.4,3012,2,1,1,97,-37.8009,144.8634,Indoor,580000
29181,West Footscray,3,h,25/11/2017,6.4,3012,3,1,1,225,-37.7933,144.8733,Carport,895000
29182,West Footscray,4,h,25/11/2017,6.4,3012,4,2,6,643,-37.7974,144.8703,Detached Garage,1378000
29183,West Melbourne,3,h,25/11/2017,3.1,3003,3,2,1,166,-37.809,144.9483,Attached Garage,1470000
29190,Williamstown,2,h,25/11/2017,6.8,3016,2,1,1,278,-37.8689,144.9028,Outdoor Stall,1200000
29199,Wyndham Vale,4,h,25/11/2017,27.2,3024,4,2,2,385,-37.8797,144.6308,Parkade,463000
29203,Yarraville,4,h,25/11/2017,6.3,3013,4,2,3,444,-37.8206,144.8786,Indoor,1343000
29208,Abbotsford,1,u,26/07/2016,2.5,3067,1,1,1,0,-37.8055,144.9961,Parkade,470000
29211,Albert Park,3,h,26/07/2016,3.3,3206,3,3,1,0,-37.8415,144.9585,Parking Pad,1532000
29212,Albert Park,3,h,26/07/2016,3.3,3206,3,2,2,325,-37.8413,144.95,Carport,3755000
29217,Ascot Vale,3,h,26/07/2016,5.9,3032,3,2,2,285,-37.7778,144.9061,Underground,940000
29218,Ascot Vale,3,h,26/07/2016,5.9,3032,3,2,1,314,-37.7778,144.9042,Outdoor Stall,995000
29219,Ascot Vale,3,h,26/07/2016,5.9,3032,3,1,3,536,-37.7728,144.9076,Parking Pad,1050000
29220,Ascot Vale,3,h,26/07/2016,5.9,3032,3,2,1,576,-37.7816,144.9217,Carport,786000
29222,Avondale Heights,3,h,26/07/2016,10.5,3034,3,1,1,597,-37.7568,144.8572,Attached Garage,635000
29223,Avondale Heights,4,h,26/07/2016,10.5,3034,4,2,2,589,-37.7573,144.8534,Indoor,762000
29230,Bentleigh,4,h,26/07/2016,13.0,3204,3,2,2,570,-37.9139,145.0395,Parkade,1650000
29231,Bentleigh,2,t,26/07/2016,13.0,3204,2,2,1,123,-37.9307,145.0379,Carport,670000
29232,Bentleigh East,4,h,26/07/2016,13.9,3165,3,1,2,741,-37.9229,145.0673,Detached Garage,900000
29233,Bentleigh East,3,t,26/07/2016,13.9,3165,3,2,1,210,-37.9075,145.061,Attached Garage,860000
29236,Braybrook,4,h,26/07/2016,10.8,3019,4,2,1,288,-37.7775,144.855,Underground,550000
29237,Brighton,4,h,26/07/2016,11.2,3186,4,2,2,848,-37.9234,145.0042,Outdoor Stall,2640000
29239,Brighton East,2,u,26/07/2016,10.7,3187,2,1,1,74,-37.9207,145.0079,Detached Garage,692000
29240,Brighton East,4,t,26/07/2016,10.7,3187,4,2,2,315,-37.9078,145.0222,Attached Garage,1367000
29241,Brunswick,1,u,26/07/2016,5.2,3056,1,1,1,540,-37.7766,144.9574,Indoor,370000
29243,Brunswick,3,h,26/07/2016,5.2,3056,3,1,0,285,-37.7634,144.9593,Carport,1170000
29245,Brunswick West,2,h,26/07/2016,5.9,3055,3,1,1,206,-37.7604,144.9488,Attached Garage,820000
29246,Bulleen,2,h,26/07/2016,11.8,3105,2,1,1,591,-37.7679,145.0978,Indoor,903000
29250,Canterbury,3,h,26/07/2016,9.0,3126,3,2,2,361,-37.8206,145.0785,Attached Garage,1850000
29252,Carnegie,2,u,26/07/2016,11.4,3163,2,1,1,0,-37.8959,145.0639,Detached Garage,370000
29253,Carnegie,4,h,26/07/2016,11.4,3163,3,2,3,932,-37.8975,145.0478,Attached Garage,1880000
29254,Carnegie,2,h,26/07/2016,11.4,3163,2,1,2,543,-37.898,145.0528,Indoor,896000
29256,Caulfield South,2,h,26/07/2016,9.3,3162,2,2,1,255,-37.8887,145.0207,Underground,1001000
29258,Caulfield South,3,h,26/07/2016,9.3,3162,3,1,1,312,-37.8893,145.0196,Carport,1330000
29260,Clifton Hill,3,h,26/07/2016,3.4,3068,3,1,1,169,-37.7925,144.9877,Attached Garage,1150000
29263,Coburg,4,h,26/07/2016,7.8,3058,4,2,2,43,-37.7456,144.9469,Detached Garage,1150000
29264,Coburg North,4,h,26/07/2016,9.2,3058,4,2,1,320,-37.7242,144.9612,Attached Garage,792000
29265,Coburg North,3,h,26/07/2016,9.2,3058,3,1,2,499,-37.7236,144.9576,Indoor,720000
29266,Doncaster,3,u,26/07/2016,13.9,3108,3,1,1,302,-37.7809,145.1061,Parkade,735000
29267,Doncaster,4,h,26/07/2016,13.9,3108,4,3,2,657,-37.7954,145.1379,Carport,1520000
29268,Eaglemont,3,h,26/07/2016,10.3,3084,3,1,1,872,-37.7618,145.0649,Detached Garage,1601000
29269,Elwood,2,u,26/07/2016,7.7,3184,2,1,1,0,-37.8725,144.9854,Attached Garage,875000
29270,Elwood,2,u,26/07/2016,7.7,3184,2,1,1,0,-37.8895,144.9902,Indoor,582500
29272,Elwood,2,u,26/07/2016,7.7,3184,2,1,1,0,-37.8831,144.9855,Detached Garage,570000
29273,Essendon,3,h,26/07/2016,8.0,3040,3,1,4,687,-37.7585,144.9316,Attached Garage,1330000
29274,Essendon,3,h,26/07/2016,8.0,3040,3,2,1,858,-37.7417,144.8961,Indoor,1625000
29275,Essendon,3,h,26/07/2016,8.0,3040,3,1,0,300,-37.7548,144.9315,Parkade,1150000
29276,Fitzroy,2,u,26/07/2016,1.6,3065,2,1,1,0,-37.7967,144.9836,Underground,715000
29278,Fitzroy North,3,h,26/07/2016,3.5,3068,3,1,1,203,-37.7834,144.9862,Parking Pad,1300000
29279,Flemington,2,u,26/07/2016,4.4,3031,2,1,1,0,-37.7857,144.9244,Carport,350000
29283,Footscray,3,h,26/07/2016,6.4,3011,3,2,2,196,-37.7987,144.9034,Parkade,980000
29284,Glen Iris,2,h,26/07/2016,9.2,3146,2,1,1,553,-37.8464,145.0511,Underground,1723000
29285,Glen Iris,2,u,26/07/2016,9.2,3146,2,1,1,0,-37.8572,145.0423,Outdoor Stall,529500
29286,Glen Iris,3,h,26/07/2016,9.2,3146,3,1,2,762,-37.8575,145.0554,Parking Pad,2800000
29289,Gowanbrae,4,h,26/07/2016,13.6,3043,4,2,2,719,-37.7062,144.8978,Attached Garage,800000
29290,Hadfield,4,h,26/07/2016,12.1,3046,4,1,4,588,-37.7096,144.9404,Indoor,650000
29291,Hadfield,2,t,26/07/2016,12.1,3046,2,1,1,137,-37.707,144.9413,Parkade,468000
29292,Hampton,2,u,26/07/2016,13.7,3188,2,1,2,3414,-37.9395,145.0001,Underground,738000
29293,Hampton,3,t,26/07/2016,13.7,3188,3,2,2,224,-37.9336,144.997,Carport,1140000
29296,Hawthorn,2,u,26/07/2016,4.6,3122,2,1,1,3194,-37.8305,145.0341,Indoor,695000
29297,Heidelberg Heights,2,u,26/07/2016,10.5,3081,2,1,1,127,-37.747,145.0575,Parkade,400000
29298,Heidelberg West,1,h,26/07/2016,9.4,3081,1,1,1,588,-37.7454,145.0397,Carport,636000
29299,Hughesdale,4,h,26/07/2016,13.0,3166,3,2,1,678,-37.898,145.0815,Detached Garage,1167500
29300,Hughesdale,3,t,26/07/2016,13.0,3166,3,2,1,360,-37.8937,145.0779,Attached Garage,900000
29302,Keilor East,3,h,26/07/2016,12.8,3033,3,2,2,928,-37.7362,144.8643,Parkade,875000
29303,Kensington,2,h,26/07/2016,4.2,3031,2,1,0,179,-37.7963,144.9327,Underground,960000
29304,Kensington,2,t,26/07/2016,4.2,3031,2,1,1,0,-37.7937,144.9295,Outdoor Stall,773000
29305,Kew,2,t,26/07/2016,5.6,3101,2,1,1,124,-37.7938,145.0321,Carport,707500
29307,Kew,3,h,26/07/2016,5.6,3101,3,2,1,442,-37.8046,145.0382,Attached Garage,1410000
29309,Kew,3,t,26/07/2016,5.6,3101,3,1,1,904,-37.801,145.0297,Parkade,732000
29310,Maidstone,3,h,26/07/2016,9.2,3012,3,1,2,269,-37.7844,144.8665,Carport,490000
29311,Maidstone,3,t,26/07/2016,9.2,3012,3,2,2,159,-37.7846,144.87,Detached Garage,657000
29315,Maribyrnong,4,h,26/07/2016,8.7,3032,4,2,2,215,-37.7817,144.8916,Carport,770000
29317,Middle Park,3,h,26/07/2016,4.1,3206,3,2,2,181,-37.8536,144.9625,Attached Garage,2623000
29320,Mont Albert,2,h,26/07/2016,11.8,3127,2,1,1,0,-37.8147,145.1032,Attached Garage,666000
29322,Moonee Ponds,3,h,26/07/2016,6.9,3039,3,2,1,271,-37.7682,144.9058,Parkade,850000
29323,Moorabbin,3,h,26/07/2016,14.6,3189,3,2,2,261,-37.9429,145.0474,Underground,800000
29324,Moorabbin,4,h,26/07/2016,14.6,3189,4,1,2,592,-37.9407,145.0482,Outdoor Stall,921000
29325,Moorabbin,3,t,26/07/2016,14.6,3189,3,2,2,472,-37.9387,145.0461,Carport,917000
29326,Moorabbin,3,h,26/07/2016,14.6,3189,3,1,1,698,-37.9369,145.0578,Detached Garage,890000
29327,Newport,4,t,26/07/2016,8.4,3015,4,3,3,278,-37.8468,144.874,Attached Garage,930000
29329,Niddrie,3,u,26/07/2016,11.2,3042,3,1,1,275,-37.7383,144.8898,Carport,773000
29330,Niddrie,2,u,26/07/2016,11.2,3042,2,1,1,167,-37.7328,144.8764,Detached Garage,522500
29333,Oakleigh South,3,h,26/07/2016,14.7,3167,3,1,1,774,-37.9178,145.0872,Parkade,1260500
29335,Pascoe Vale,2,h,26/07/2016,9.9,3044,2,1,2,659,-37.7286,144.9317,Detached Garage,855000
29337,Pascoe Vale,4,t,26/07/2016,9.9,3044,4,2,2,148,-37.7231,144.9482,Indoor,665000
29338,Port Melbourne,1,h,26/07/2016,3.8,3207,3,1,0,151,-37.835,144.9444,Carport,1014000
29341,Preston,3,u,26/07/2016,8.8,3072,3,1,2,192,-37.7277,144.9851,Indoor,605000
29343,Preston,3,h,26/07/2016,8.8,3072,3,1,2,495,-37.7521,145.0114,Underground,890000
29344,Preston,2,h,26/07/2016,8.8,3072,2,1,1,266,-37.7423,145.0105,Outdoor Stall,790000
29345,Preston,3,h,26/07/2016,8.8,3072,4,1,2,621,-37.7415,145.0084,Parking Pad,1000000
29346,Reservoir,2,u,26/07/2016,11.2,3073,2,1,1,87,-37.7174,145.0016,Carport,300000
29347,Reservoir,2,t,26/07/2016,11.2,3073,2,1,2,153,-37.702,145.0324,Detached Garage,420000
29348,Reservoir,4,h,26/07/2016,11.2,3073,4,2,3,936,-37.7021,145.0178,Attached Garage,885000
29349,Reservoir,2,u,26/07/2016,11.2,3073,2,1,1,82,-37.6983,145.0104,Indoor,240000
29350,Reservoir,3,h,26/07/2016,11.2,3073,3,1,2,550,-37.7208,144.9887,Parkade,815000
29351,Reservoir,3,h,26/07/2016,11.2,3073,3,2,2,681,-37.7217,145.0163,Underground,882500
29352,Reservoir,3,h,26/07/2016,11.2,3073,3,1,2,589,-37.7195,144.9982,Outdoor Stall,793000
29355,Richmond,2,u,26/07/2016,2.6,3121,2,1,1,0,-37.823,144.9982,Detached Garage,712000
29356,Richmond,3,h,26/07/2016,2.6,3121,3,1,1,331,-37.8263,145.0085,Attached Garage,2055000
29358,Rosanna,3,h,26/07/2016,11.4,3084,3,1,1,625,-37.7412,145.0642,Parkade,945000
29359,Seddon,2,h,26/07/2016,6.6,3011,2,1,1,170,-37.8082,144.8928,Underground,887000
29360,South Yarra,2,u,26/07/2016,3.3,3141,2,1,1,0,-37.838,145.0011,Carport,613000
29361,South Yarra,2,u,26/07/2016,3.3,3141,2,1,1,0,-37.8323,144.9876,Detached Garage,520000
29362,South Yarra,2,u,26/07/2016,3.3,3141,2,2,2,17200,-37.8361,144.9966,Attached Garage,827000
29363,Spotswood,3,h,26/07/2016,7.7,3015,3,1,1,320,-37.8277,144.8841,Indoor,1016000
29364,St Kilda,2,u,26/07/2016,6.1,3182,2,2,1,0,-37.8686,144.9812,Parkade,750000
29365,St Kilda,2,h,26/07/2016,6.1,3182,2,1,1,361,-37.8646,144.98,Carport,1365000
29368,St Kilda,4,h,26/07/2016,6.1,3182,4,2,2,436,-37.8629,144.9887,Indoor,1950000
29369,St Kilda,2,u,26/07/2016,6.1,3182,2,1,1,0,-37.8562,144.9844,Parkade,470000
29371,Strathmore,3,h,26/07/2016,9.7,3041,4,1,2,656,-37.7373,144.9217,Outdoor Stall,1400000
29372,Sunshine,3,h,26/07/2016,12.6,3020,3,1,1,351,-37.7843,144.8392,Carport,679500
29375,Sunshine North,3,h,26/07/2016,13.3,3020,3,3,2,221,-37.7708,144.8401,Indoor,620000
29376,Sunshine West,3,h,26/07/2016,13.5,3020,3,1,1,694,-37.7894,144.8027,Parkade,682000
29378,Surrey Hills,6,h,26/07/2016,11.2,3127,6,3,4,650,-37.8264,145.1029,Detached Garage,2000000
29379,Templestowe Lower,4,h,26/07/2016,13.8,3107,4,2,2,770,-37.7617,145.1065,Attached Garage,1209000
29380,Templestowe Lower,5,h,26/07/2016,13.8,3107,5,4,2,646,-37.7625,145.1043,Indoor,2080000
29381,Thornbury,3,h,26/07/2016,6.5,3071,3,1,0,297,-37.7609,145.0016,Parkade,1272000
29382,Thornbury,2,h,26/07/2016,6.5,3071,2,1,0,229,-37.7611,145.0009,Carport,972000
29383,Thornbury,4,h,26/07/2016,6.5,3071,4,2,2,538,-37.7595,145.0241,Detached Garage,928500
29384,Toorak,1,u,26/07/2016,4.6,3142,1,1,1,0,-37.8373,145.0116,Attached Garage,460000
29385,Viewbank,4,h,26/07/2016,13.8,3084,4,2,2,660,-37.7375,145.0917,Carport,1050000
29386,West Melbourne,1,u,26/07/2016,1.9,3003,1,1,1,0,-37.8076,144.9456,Detached Garage,482000
29387,Williamstown,2,h,26/07/2016,8.0,3016,2,1,1,307,-37.855,144.8985,Attached Garage,920000
29388,Windsor,2,u,26/07/2016,5.1,3181,2,1,1,0,-37.8533,144.9881,Indoor,518000
29389,Yallambie,3,h,26/07/2016,15.0,3085,3,2,2,587,-37.72,145.1014,Parkade,936000
29390,Yarraville,4,h,26/07/2016,7.0,3013,4,2,3,455,-37.8177,144.8839,Underground,1606000
29391,Fawkner,3,u,26/07/2016,12.4,3060,3,0,0,261,-37.7158,144.9722,Outdoor Stall,470000
29392,Fawkner,4,h,26/07/2016,12.4,3060,4,2,2,467,-37.6963,144.9645,Carport,700500
29393,Kingsville,4,h,26/07/2016,7.8,3012,3,2,1,343,-37.8066,144.8811,Detached Garage,1336000
29394,Murrumbeena,2,u,26/07/2016,12.1,3163,4,1,1,102,-37.8894,145.0679,Attached Garage,603000
29395,Murrumbeena,3,h,26/07/2016,12.1,3163,3,1,1,554,-37.9012,145.0646,Indoor,1076000
29397,Ormond,1,u,26/07/2016,11.8,3204,1,1,1,0,-37.9016,145.0414,Detached Garage,362000
29398,Ormond,2,u,26/07/2016,11.8,3204,2,1,1,0,-37.903,145.0452,Attached Garage,410000
29399,West Footscray,3,h,26/07/2016,8.2,3012,4,1,2,536,-37.7978,144.8743,Indoor,1151500
29400,West Footscray,3,h,26/07/2016,8.2,3012,3,1,2,501,-37.7912,144.868,Parkade,860000
29402,Glen Huntly,2,u,26/07/2016,10.4,3163,2,1,1,1784,-37.8966,145.0453,Detached Garage,640000
29403,Oakleigh,3,u,26/07/2016,14.0,3166,3,1,2,119,-37.9058,145.1043,Attached Garage,637000
29405,South Kingsville,2,h,26/07/2016,9.1,3015,2,1,1,78,-37.8262,144.8677,Carport,420000
29406,Keilor Park,3,h,26/07/2016,14.5,3042,3,2,2,260,-37.7226,144.8569,Detached Garage,685000
29410,Airport West,3,h,26/08/2017,10.4,3042,3,1,1,697,-37.73254,144.88321,Underground,975500
29411,Airport West,3,h,26/08/2017,10.4,3042,3,1,3,626,-37.71919,144.87842,Outdoor Stall,880000
29412,Albert Park,3,h,26/08/2017,3.0,3206,3,2,1,162,-37.84398,144.95044,Parking Pad,2340000
29413,Albert Park,3,h,26/08/2017,3.0,3206,3,1,1,241,-37.84479,144.94429,Carport,2225000
29415,Altona,3,h,26/08/2017,11.0,3018,3,2,2,584,-37.86249,144.82162,Attached Garage,920000
29417,Altona,2,u,26/08/2017,11.0,3018,2,1,1,245,-37.87046,144.83482,Parkade,801250
29419,Altona North,3,h,26/08/2017,9.4,3025,3,1,4,553,-37.84484,144.85017,Outdoor Stall,791000
29421,Armadale,4,h,26/08/2017,6.3,3143,4,2,1,574,-37.86325,145.02422,Carport,4060000
29424,Ascot Vale,4,h,26/08/2017,4.3,3032,4,2,2,290,-37.77708,144.90914,Indoor,1151000
29425,Ashburton,4,t,26/08/2017,10.2,3147,4,2,1,338,-37.86058,145.08542,Parkade,1650000
29428,Ashburton,3,h,26/08/2017,10.2,3147,3,2,3,1170,-37.87253,145.0705,Detached Garage,2550000
29435,Balwyn North,5,h,26/08/2017,9.7,3104,5,4,2,830,-37.78739,145.07389,Indoor,3000000
29436,Balwyn North,3,h,26/08/2017,9.7,3104,3,1,1,663,-37.79131,145.07861,Parkade,1900000
29438,Balwyn North,5,h,26/08/2017,9.7,3104,5,2,2,1173,-37.80385,145.09094,Outdoor Stall,2800000
29439,Balwyn North,4,h,26/08/2017,9.7,3104,4,2,3,868,-37.80217,145.10183,Carport,1650000
29446,Beaumaris,3,h,26/08/2017,17.3,3193,3,2,2,596,-37.98045,145.04833,Attached Garage,1589000
29447,Beaumaris,4,h,26/08/2017,17.3,3193,4,2,2,588,-37.97258,145.05123,Indoor,1385000
29449,Bellfield,4,h,26/08/2017,8.8,3081,4,1,1,654,-37.75399,145.03606,Carport,951000
29453,Bentleigh,3,h,26/08/2017,11.4,3204,3,2,2,566,-37.91469,145.02789,Detached Garage,1300000
29455,Bentleigh East,5,h,26/08/2017,13.8,3165,5,3,3,697,-37.91865,145.05418,Indoor,1800000
29465,Bentleigh East,4,t,26/08/2017,13.8,3165,4,2,2,270,-37.90866,145.07533,Attached Garage,1130000
29467,Bentleigh East,4,h,26/08/2017,13.8,3165,4,3,3,605,-37.91487,145.06623,Parkade,1370000
29468,Bentleigh East,3,h,26/08/2017,13.8,3165,3,2,3,632,-37.92599,145.07537,Carport,1311000
29475,Blackburn,3,h,26/08/2017,13.4,3130,3,1,1,697,-37.81511,145.15828,Indoor,1350000
29476,Blackburn,4,h,26/08/2017,13.4,3130,4,2,2,697,-37.81245,145.16417,Parkade,1660000
29479,Blackburn South,3,h,26/08/2017,13.4,3130,3,2,2,887,-37.8429,145.14895,Parking Pad,905000
29481,Blackburn South,3,h,26/08/2017,13.4,3130,3,1,3,584,-37.83373,145.14493,Detached Garage,1152000
29482,Bonbeach,3,h,26/08/2017,27.0,3196,3,1,2,645,-38.06688,145.12398,Attached Garage,920000
29484,Boronia,4,h,26/08/2017,25.0,3155,4,1,1,744,-37.85652,145.2758,Parkade,728000
29486,Box Hill,5,h,26/08/2017,10.9,3128,5,3,2,613,-37.82703,145.12938,Outdoor Stall,1900000
29491,Briar Hill,4,h,26/08/2017,16.1,3088,4,3,3,1061,-37.70591,145.13005,Indoor,1030000
29492,Brighton,4,h,26/08/2017,10.5,3186,4,3,2,635,-37.91559,144.99885,Parkade,3200000
29496,Brighton,4,h,26/08/2017,10.5,3186,4,2,2,700,-37.90034,144.99609,Attached Garage,2830000
29497,Brighton,4,h,26/08/2017,10.5,3186,4,2,2,881,-37.90217,144.99337,Indoor,2260000
29500,Brighton East,3,h,26/08/2017,10.3,3187,3,1,3,685,-37.92364,145.01118,Detached Garage,2060000
29501,Brighton East,3,h,26/08/2017,10.3,3187,3,2,2,623,-37.92698,145.02673,Attached Garage,1650000
29503,Brighton East,5,h,26/08/2017,10.3,3187,5,2,5,773,-37.93203,145.02844,Parkade,1650000
29515,Brunswick East,3,t,26/08/2017,4.0,3057,3,2,1,138,-37.76292,144.97975,Parkade,959000
29516,Brunswick East,2,h,26/08/2017,4.0,3057,2,1,1,159,-37.77726,144.97247,Carport,975000
29521,Brunswick West,3,h,26/08/2017,5.2,3055,3,1,2,575,-37.75461,144.94669,Attached Garage,1160000
29523,Brunswick West,2,h,26/08/2017,5.2,3055,2,1,2,434,-37.75336,144.93872,Parkade,887500
29524,Brunswick West,3,h,26/08/2017,5.2,3055,3,2,2,445,-37.76645,144.94133,Underground,2350000
29526,Bundoora,5,h,26/08/2017,12.1,3083,5,3,2,593,-37.68878,145.05795,Carport,940000
29527,Bundoora,4,h,26/08/2017,12.1,3083,4,2,3,543,-37.69852,145.06523,Detached Garage,850000
29529,Bundoora,4,h,26/08/2017,12.1,3083,4,2,1,525,-37.70765,145.05556,Indoor,815000
29531,Burnside,3,h,26/08/2017,14.8,3023,3,2,2,461,-37.74518,144.74708,Detached Garage,580000
29533,Burwood,3,h,26/08/2017,10.4,3125,3,2,2,261,-37.84691,145.10029,Indoor,1220000
29534,Burwood,3,h,26/08/2017,10.4,3125,3,2,1,735,-37.85296,145.1055,Parkade,1238000
29535,Burwood,4,h,26/08/2017,10.4,3125,4,3,2,1004,-37.84533,145.12764,Carport,1535000
29539,Burwood,3,h,26/08/2017,10.4,3125,3,1,1,556,-37.84375,145.10591,Carport,1340000
29540,Burwood,2,h,26/08/2017,10.4,3125,2,1,1,731,-37.85621,145.10641,Detached Garage,1322500
29545,Camberwell,4,h,26/08/2017,7.7,3124,4,2,2,671,-37.8296,145.06442,Outdoor Stall,2385000
29546,Canterbury,3,h,26/08/2017,8.4,3126,3,2,2,449,-37.82359,145.0693,Parking Pad,1935000
29555,Carnegie,3,h,26/08/2017,10.1,3163,3,2,3,818,-37.89877,145.05132,Carport,1400000
29557,Carrum Downs,4,h,26/08/2017,34.9,3201,3,1,1,646,-38.10346,145.18159,Attached Garage,546000
29558,Carrum Downs,3,h,26/08/2017,34.9,3201,3,1,2,474,-38.10429,145.17178,Indoor,532000
29559,Carrum Downs,3,h,26/08/2017,34.9,3201,3,2,2,804,-38.09187,145.19463,Parkade,615000
29561,Caulfield South,2,u,26/08/2017,8.7,3162,2,1,1,919,-37.8981,145.03551,Carport,790000
29567,Chadstone,3,h,26/08/2017,11.7,3148,3,2,2,6000,-37.88932,145.10299,Detached Garage,990000
29569,Chelsea Heights,3,h,26/08/2017,27.0,3196,3,1,1,534,-38.04922,145.13904,Indoor,725000
29570,Cheltenham,5,h,26/08/2017,17.9,3192,5,2,2,1006,-37.97404,145.07541,Parkade,1300000
29572,Cheltenham,3,h,26/08/2017,17.9,3192,3,2,2,595,-37.97334,145.08192,Outdoor Stall,975000
29580,Clayton South,3,h,26/08/2017,17.5,3169,3,2,2,535,-37.94122,145.10924,Attached Garage,950000
29583,Coburg,2,t,26/08/2017,6.7,3058,2,1,1,600,-37.75356,144.9497,Carport,770000
29588,Coolaroo,3,h,26/08/2017,17.4,3048,3,1,3,536,-37.65704,144.92987,Attached Garage,460000
29592,Craigieburn,3,h,26/08/2017,20.6,3064,3,2,1,197,-37.57687,144.911,Outdoor Stall,412500
29593,Craigieburn,3,h,26/08/2017,20.6,3064,3,1,1,338,-37.57589,144.9305,Carport,465000
29594,Cranbourne,5,h,26/08/2017,34.7,3977,5,3,2,528,-38.08902,145.29006,Detached Garage,720008
29596,Croydon,5,h,26/08/2017,23.0,3136,5,2,2,864,-37.79546,145.27002,Indoor,1188000
29599,Croydon,5,h,26/08/2017,23.0,3136,5,2,2,1005,-37.78466,145.27326,Attached Garage,905000
29601,Dandenong North,5,h,26/08/2017,24.7,3175,5,2,1,608,-37.96171,145.20122,Parkade,600000
29611,Edithvale,3,h,26/08/2017,27.0,3196,3,2,4,737,-38.04214,145.11372,Underground,1100000
29613,Eltham,4,h,26/08/2017,18.0,3095,4,2,2,842,-37.70562,145.16611,Parking Pad,1060000
29614,Eltham North,4,h,26/08/2017,18.0,3095,4,2,0,2000,-37.70232,145.1419,Carport,905000
29622,Epping,3,h,26/08/2017,19.6,3076,3,1,2,536,-37.64972,145.04086,Carport,595000
29624,Epping,4,h,26/08/2017,19.6,3076,4,2,4,854,-37.63904,145.0589,Attached Garage,810000
29626,Essendon,5,h,26/08/2017,7.5,3040,5,2,6,1012,-37.74967,144.8977,Parkade,2335000
29627,Essendon,3,h,26/08/2017,7.5,3040,3,1,2,476,-37.75759,144.92788,Underground,1240000
29628,Essendon,3,h,26/08/2017,7.5,3040,3,2,1,665,-37.75238,144.92249,Carport,1580000
29632,Ferntree Gully,2,h,26/08/2017,24.8,3156,2,1,1,550,-37.87837,145.28104,Parkade,594000
29636,Fitzroy North,2,h,26/08/2017,3.6,3068,2,1,0,176,-37.78852,144.97872,Indoor,1385000
29637,Fitzroy North,2,h,26/08/2017,3.6,3068,2,1,1,164,-37.77796,144.98374,Parkade,1400000
29640,Fitzroy North,4,h,26/08/2017,3.6,3068,4,3,1,248,-37.7833,144.98521,Carport,1870000
29641,Fitzroy North,4,h,26/08/2017,3.6,3068,4,1,1,241,-37.78346,144.98685,Detached Garage,1620000
29645,Footscray,3,h,26/08/2017,5.1,3011,3,1,2,334,-37.7977,144.90398,Carport,755000
29646,Footscray,3,h,26/08/2017,5.1,3011,3,1,2,232,-37.797,144.88173,Detached Garage,750000
29647,Forest Hill,4,h,26/08/2017,15.4,3131,4,1,1,611,-37.83945,145.16684,Attached Garage,1078000
29648,Forest Hill,3,h,26/08/2017,15.4,3131,3,2,2,651,-37.83455,145.16174,Indoor,1197000
29649,Forest Hill,4,h,26/08/2017,15.4,3131,4,2,2,624,-37.84389,145.17345,Parkade,1000000
29650,Forest Hill,6,h,26/08/2017,15.4,3131,6,1,1,704,-37.83161,145.17555,Carport,1065000
29651,Frankston,3,h,26/08/2017,38.0,3199,3,1,4,602,-38.14374,145.16976,Detached Garage,515000
29652,Frankston North,3,h,26/08/2017,36.9,3200,3,1,1,657,-38.12023,145.15188,Attached Garage,493000
29653,Frankston South,3,h,26/08/2017,38.0,3199,3,2,2,2405,-38.16457,145.12421,Carport,1155000
29654,Frankston South,4,h,26/08/2017,38.0,3199,4,2,2,937,-38.15845,145.11141,Detached Garage,980000
29656,Frankston South,3,h,26/08/2017,38.0,3199,3,1,2,698,-38.16624,145.13297,Indoor,750000
29658,Gladstone Park,3,h,26/08/2017,12.9,3043,3,2,2,375,-37.68415,144.8999,Underground,742000
29665,Glen Iris,5,h,26/08/2017,7.3,3146,5,3,2,630,-37.85718,145.08658,Detached Garage,1700000
29666,Glen Iris,4,h,26/08/2017,7.3,3146,4,2,2,647,-37.86133,145.04167,Attached Garage,2690000
29667,Glen Iris,3,h,26/08/2017,7.3,3146,3,1,2,717,-37.85918,145.083,Indoor,1688000
29674,Glenroy,2,h,26/08/2017,11.2,3046,2,1,2,590,-37.69927,144.9256,Detached Garage,725000
29676,Gowanbrae,4,t,26/08/2017,12.9,3043,4,3,2,170,-37.70128,144.90187,Indoor,655000
29678,Greensborough,4,h,26/08/2017,16.1,3088,4,2,3,795,-37.69594,145.11734,Underground,950000
29680,Greensborough,2,u,26/08/2017,16.1,3088,2,1,1,208,-37.70791,145.09575,Parking Pad,540000
29681,Greensborough,3,h,26/08/2017,16.1,3088,3,2,1,152,-37.68587,145.11509,Carport,600000
29682,Greensborough,3,h,26/08/2017,16.1,3088,3,2,2,873,-37.69324,145.1023,Detached Garage,842000
29683,Greensborough,2,u,26/08/2017,16.1,3088,2,1,1,704,-37.70674,145.09841,Attached Garage,670000
29689,Hampton,4,h,26/08/2017,13.8,3188,4,2,2,581,-37.94003,145.00778,Carport,2086000
29690,Hampton East,3,h,26/08/2017,13.8,3188,3,1,3,658,-37.94259,145.03004,Detached Garage,1280000
29692,Hampton East,3,h,26/08/2017,13.8,3188,3,1,1,625,-37.94027,145.03593,Indoor,1335000
29694,Hampton Park,4,h,26/08/2017,33.3,3976,4,1,2,640,-38.02981,145.24826,Underground,625000
29698,Hawthorn,2,h,26/08/2017,5.3,3122,2,1,0,208,-37.81732,145.02509,Indoor,1350000
