,Suburb,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance
58366,Williamstown,1,u,305000,28/07/2018,3016,Western Metropolitan,6380,6.8
58369,Wollert,3,h,610000,28/07/2018,3750,Northern Metropolitan,2940,25.5
58371,Wyndham Vale,3,h,542000,28/07/2018,3024,Western Metropolitan,5262,27.2
58374,Airport West,3,u,820000,28/08/2016,3042,Western Metropolitan,3464,10.4
58375,Albert Park,3,h,2030000,28/08/2016,3206,Southern Metropolitan,3280,3.0
58376,Albert Park,3,h,1740000,28/08/2016,3206,Southern Metropolitan,3280,3.0
58378,Alphington,3,h,1485000,28/08/2016,3078,Northern Metropolitan,2211,5.7
58379,Altona,3,h,740000,28/08/2016,3018,Western Metropolitan,5301,11.0
58380,Altona,4,h,931000,28/08/2016,3018,Western Metropolitan,5301,11.0
58381,Altona North,2,u,292000,28/08/2016,3025,Western Metropolitan,5132,9.4
58382,Altona North,3,t,640000,28/08/2016,3025,Western Metropolitan,5132,9.4
58383,Ardeer,3,h,435000,28/08/2016,3022,Western Metropolitan,1281,12.8
58384,Ardeer,3,h,531000,28/08/2016,3022,Western Metropolitan,1281,12.8
58385,Armadale,2,u,577000,28/08/2016,3143,Southern Metropolitan,4836,6.3
58388,Armadale,3,h,2865000,28/08/2016,3143,Southern Metropolitan,4836,6.3
58389,Armadale,5,h,2810000,28/08/2016,3143,Southern Metropolitan,4836,6.3
58390,Armadale,2,u,565000,28/08/2016,3143,Southern Metropolitan,4836,6.3
58391,Armadale,1,u,567000,28/08/2016,3143,Southern Metropolitan,4836,6.3
58392,Ascot Vale,3,h,965000,28/08/2016,3032,Western Metropolitan,6567,4.3
58393,Ascot Vale,3,h,1215000,28/08/2016,3032,Western Metropolitan,6567,4.3
58394,Ascot Vale,2,u,545000,28/08/2016,3032,Western Metropolitan,6567,4.3
58395,Ascot Vale,4,h,1800000,28/08/2016,3032,Western Metropolitan,6567,4.3
58396,Ascot Vale,3,t,840000,28/08/2016,3032,Western Metropolitan,6567,4.3
58397,Ashburton,3,h,1320000,28/08/2016,3147,Southern Metropolitan,3052,10.2
58398,Ashburton,3,h,1650000,28/08/2016,3147,Southern Metropolitan,3052,10.2
58400,Ashwood,3,t,830000,28/08/2016,3147,Southern Metropolitan,2894,10.2
58403,Aspendale Gardens,3,h,780000,28/08/2016,3195,South-Eastern Metropolitan,2243,21.5
58404,Avondale Heights,3,h,642000,28/08/2016,3034,Western Metropolitan,4502,9.5
58405,Avondale Heights,3,h,730000,28/08/2016,3034,Western Metropolitan,4502,9.5
58406,Avondale Heights,3,h,863000,28/08/2016,3034,Western Metropolitan,4502,9.5
58407,Avondale Heights,3,h,740000,28/08/2016,3034,Western Metropolitan,4502,9.5
58408,Balaclava,2,u,497500,28/08/2016,3183,Southern Metropolitan,2952,6.4
58409,Balwyn,2,u,730000,28/08/2016,3103,Southern Metropolitan,5682,7.9
58410,Balwyn,4,h,1530000,28/08/2016,3103,Southern Metropolitan,5682,7.9
58412,Balwyn,5,h,3900000,28/08/2016,3103,Southern Metropolitan,5682,7.9
58413,Balwyn,3,h,1500000,28/08/2016,3103,Southern Metropolitan,5682,7.9
58414,Balwyn,3,h,1850000,28/08/2016,3103,Southern Metropolitan,5682,7.9
58416,Balwyn North,3,h,2000000,28/08/2016,3104,Southern Metropolitan,7809,9.7
58417,Balwyn North,4,h,2155000,28/08/2016,3104,Southern Metropolitan,7809,9.7
58418,Balwyn North,3,h,1225000,28/08/2016,3104,Southern Metropolitan,7809,9.7
58419,Balwyn North,4,h,2150000,28/08/2016,3104,Southern Metropolitan,7809,9.7
58420,Balwyn North,3,h,1770000,28/08/2016,3104,Southern Metropolitan,7809,9.7
58421,Bayswater North,2,h,660000,28/08/2016,3153,Eastern Metropolitan,3598,23.2
58422,Beaumaris,2,u,665000,28/08/2016,3193,Southern Metropolitan,5366,17.3
58423,Beaumaris,4,h,1550000,28/08/2016,3193,Southern Metropolitan,5366,17.3
58424,Beaumaris,5,h,1450000,28/08/2016,3193,Southern Metropolitan,5366,17.3
58425,Beaumaris,5,h,1500000,28/08/2016,3193,Southern Metropolitan,5366,17.3
58426,Beaumaris,2,u,555000,28/08/2016,3193,Southern Metropolitan,5366,17.3
58427,Beaumaris,3,t,1480000,28/08/2016,3193,Southern Metropolitan,5366,17.3
58428,Bentleigh,3,h,1535000,28/08/2016,3204,Southern Metropolitan,6795,11.4
58430,Bentleigh,3,t,1450000,28/08/2016,3204,Southern Metropolitan,6795,11.4
58431,Bentleigh,4,h,1281000,28/08/2016,3204,Southern Metropolitan,6795,11.4
58432,Bentleigh,3,u,1096000,28/08/2016,3204,Southern Metropolitan,6795,11.4
58433,Bentleigh,5,h,1385000,28/08/2016,3204,Southern Metropolitan,6795,11.4
58434,Bentleigh,3,u,517500,28/08/2016,3204,Southern Metropolitan,6795,11.4
58435,Bentleigh,4,t,1245000,28/08/2016,3204,Southern Metropolitan,6795,11.4
58436,Bentleigh,4,h,1330000,28/08/2016,3204,Southern Metropolitan,6795,11.4
58437,Bentleigh,2,u,503000,28/08/2016,3204,Southern Metropolitan,6795,11.4
58438,Bentleigh,4,h,2620000,28/08/2016,3204,Southern Metropolitan,6795,11.4
58439,Bentleigh East,3,t,780000,28/08/2016,3165,Southern Metropolitan,10969,13.8
58441,Bentleigh East,4,h,1015000,28/08/2016,3165,Southern Metropolitan,10969,13.8
58442,Bentleigh East,4,t,1200000,28/08/2016,3165,Southern Metropolitan,10969,13.8
58443,Bentleigh East,3,u,830000,28/08/2016,3165,Southern Metropolitan,10969,13.8
58444,Bentleigh East,3,h,1241000,28/08/2016,3165,Southern Metropolitan,10969,13.8
58445,Bentleigh East,4,h,1255000,28/08/2016,3165,Southern Metropolitan,10969,13.8
58446,Bentleigh East,4,t,1025000,28/08/2016,3165,Southern Metropolitan,10969,13.8
58447,Bentleigh East,3,h,1320000,28/08/2016,3165,Southern Metropolitan,10969,13.8
58448,Bentleigh East,3,h,870000,28/08/2016,3165,Southern Metropolitan,10969,13.8
58450,Bentleigh East,4,h,1472500,28/08/2016,3165,Southern Metropolitan,10969,13.8
58451,Berwick,5,h,815000,28/08/2016,3806,Eastern Victoria,17093,35.2
58452,Black Rock,4,h,3700000,28/08/2016,3193,Southern Metropolitan,2866,17.3
58453,Black Rock,4,h,1520000,28/08/2016,3193,Southern Metropolitan,2866,17.3
58454,Black Rock,4,t,1750000,28/08/2016,3193,Southern Metropolitan,2866,17.3
58457,Blackburn,2,u,645000,28/08/2016,3130,Eastern Metropolitan,5713,13.4
58458,Blackburn,2,u,525000,28/08/2016,3130,Eastern Metropolitan,5713,13.4
58459,Blackburn,2,u,707000,28/08/2016,3130,Eastern Metropolitan,5713,13.4
58461,Blackburn North,4,h,1035000,28/08/2016,3130,Eastern Metropolitan,2867,13.4
58462,Blackburn North,2,u,587000,28/08/2016,3130,Eastern Metropolitan,2867,13.4
58463,Blackburn South,4,h,1260000,28/08/2016,3130,Eastern Metropolitan,4387,13.4
58464,Blackburn South,3,h,805000,28/08/2016,3130,Eastern Metropolitan,4387,13.4
58465,Blackburn South,3,h,860000,28/08/2016,3130,Eastern Metropolitan,4387,13.4
58466,Blackburn South,3,h,965000,28/08/2016,3130,Eastern Metropolitan,4387,13.4
58468,Blackburn South,3,h,878000,28/08/2016,3130,Eastern Metropolitan,4387,13.4
58469,Bonbeach,3,h,770000,28/08/2016,3196,South-Eastern Metropolitan,2887,27.0
58470,Bonbeach,3,h,705000,28/08/2016,3196,South-Eastern Metropolitan,2887,27.0
58471,Box Hill,2,u,560000,28/08/2016,3128,Eastern Metropolitan,4605,10.9
58473,Braybrook,3,h,697500,28/08/2016,3019,Western Metropolitan,3589,8.6
58474,Briar Hill,3,h,592000,28/08/2016,3088,Eastern Metropolitan,1390,16.1
58475,Brighton,3,u,1352500,28/08/2016,3186,Southern Metropolitan,10579,10.5
58476,Brighton,3,h,2030000,28/08/2016,3186,Southern Metropolitan,10579,10.5
58477,Brighton,5,h,3105000,28/08/2016,3186,Southern Metropolitan,10579,10.5
58478,Brighton,3,h,1171000,28/08/2016,3186,Southern Metropolitan,10579,10.5
58479,Brighton,2,t,1400000,28/08/2016,3186,Southern Metropolitan,10579,10.5
58480,Brighton,2,u,940000,28/08/2016,3186,Southern Metropolitan,10579,10.5
58484,Brighton East,3,t,1420000,28/08/2016,3187,Southern Metropolitan,6938,10.3
58486,Brooklyn,3,h,892000,28/08/2016,3012,Western Metropolitan,962,6.4
58488,Brunswick,2,h,465000,28/08/2016,3056,Northern Metropolitan,11918,5.2
58489,Brunswick,2,t,810000,28/08/2016,3056,Northern Metropolitan,11918,5.2
58490,Brunswick,1,h,772000,28/08/2016,3056,Northern Metropolitan,11918,5.2
58491,Brunswick,3,h,1210000,28/08/2016,3056,Northern Metropolitan,11918,5.2
58492,Brunswick,4,h,1755000,28/08/2016,3056,Northern Metropolitan,11918,5.2
58493,Brunswick,3,u,691500,28/08/2016,3056,Northern Metropolitan,11918,5.2
58494,Brunswick,2,h,1073000,28/08/2016,3056,Northern Metropolitan,11918,5.2
58495,Brunswick,3,h,1080000,28/08/2016,3056,Northern Metropolitan,11918,5.2
58498,Brunswick East,1,u,290000,28/08/2016,3057,Northern Metropolitan,5533,4.0
58499,Brunswick West,2,h,440000,28/08/2016,3055,Northern Metropolitan,7082,5.2
58500,Brunswick West,2,h,816000,28/08/2016,3055,Northern Metropolitan,7082,5.2
58501,Bundoora,3,h,680000,28/08/2016,3083,Northern Metropolitan,10175,12.1
58502,Bundoora,3,h,782000,28/08/2016,3083,Northern Metropolitan,10175,12.1
58506,Bundoora,3,h,641500,28/08/2016,3083,Northern Metropolitan,10175,12.1
58507,Bundoora,4,h,1000000,28/08/2016,3083,Northern Metropolitan,10175,12.1
58508,Burnside,5,h,725000,28/08/2016,3023,Western Metropolitan,1607,14.8
58509,Burwood,3,t,702000,28/08/2016,3125,Southern Metropolitan,5678,10.4
58511,Burwood East,3,h,852000,28/08/2016,3151,Eastern Metropolitan,4048,14.7
58512,Cairnlea,3,t,481000,28/08/2016,3023,Western Metropolitan,2674,14.8
58515,Camberwell,4,h,2000000,28/08/2016,3124,Southern Metropolitan,8920,7.7
58516,Camberwell,2,h,706000,28/08/2016,3124,Southern Metropolitan,8920,7.7
58517,Camberwell,5,h,2250000,28/08/2016,3124,Southern Metropolitan,8920,7.7
58518,Camberwell,5,h,2740000,28/08/2016,3124,Southern Metropolitan,8920,7.7
58523,Camberwell,4,h,1500000,28/08/2016,3124,Southern Metropolitan,8920,7.7
58524,Canterbury,4,t,1420000,28/08/2016,3126,Southern Metropolitan,3265,8.4
58525,Carlton,4,h,2345000,28/08/2016,3053,Northern Metropolitan,6786,1.6
58526,Carlton,2,h,1117000,28/08/2016,3053,Northern Metropolitan,6786,1.6
58527,Carlton,2,u,400000,28/08/2016,3053,Northern Metropolitan,6786,1.6
58529,Carnegie,3,h,1516000,28/08/2016,3163,Southern Metropolitan,7822,10.1
58531,Carnegie,2,u,468250,28/08/2016,3163,Southern Metropolitan,7822,10.1
58532,Carnegie,3,h,1716000,28/08/2016,3163,Southern Metropolitan,7822,10.1
58534,Caulfield North,1,u,400000,28/08/2016,3161,Southern Metropolitan,6923,7.8
58535,Caulfield North,4,h,2170000,28/08/2016,3161,Southern Metropolitan,6923,7.8
58536,Caulfield South,2,u,500000,28/08/2016,3162,Southern Metropolitan,5051,8.7
58538,Chadstone,4,t,881000,28/08/2016,3148,Southern Metropolitan,3582,11.7
58539,Chelsea,3,t,775000,28/08/2016,3196,South-Eastern Metropolitan,3906,27.0
58540,Chelsea,3,u,481000,28/08/2016,3196,South-Eastern Metropolitan,3906,27.0
58541,Chelsea Heights,3,h,666000,28/08/2016,3196,South-Eastern Metropolitan,2076,27.0
58544,Cheltenham,2,u,585000,28/08/2016,3192,Southern Metropolitan,9758,17.9
58545,Cheltenham,3,t,801000,28/08/2016,3192,Southern Metropolitan,9758,17.9
58547,Clayton South,3,h,720000,28/08/2016,3169,South-Eastern Metropolitan,4734,17.5
58548,Clifton Hill,2,h,1270000,28/08/2016,3068,Northern Metropolitan,2954,3.6
58549,Clifton Hill,2,t,640000,28/08/2016,3068,Northern Metropolitan,2954,3.6
58550,Coburg,1,u,241000,28/08/2016,3058,Northern Metropolitan,11204,6.7
58552,Coburg,4,h,1331000,28/08/2016,3058,Northern Metropolitan,11204,6.7
58554,Coburg,1,h,1007000,28/08/2016,3058,Northern Metropolitan,11204,6.7
58555,Coburg,2,h,981000,28/08/2016,3058,Northern Metropolitan,11204,6.7
58556,Coburg,2,t,570000,28/08/2016,3058,Northern Metropolitan,11204,6.7
58558,Coburg,2,h,500000,28/08/2016,3058,Northern Metropolitan,11204,6.7
58559,Coburg,1,u,328000,28/08/2016,3058,Northern Metropolitan,11204,6.7
58565,Cranbourne East,3,h,412000,28/08/2016,3977,South-Eastern Metropolitan,5462,34.7
58566,Croydon,3,h,590000,28/08/2016,3136,Eastern Metropolitan,11925,23.0
58567,Croydon,4,h,879000,28/08/2016,3136,Eastern Metropolitan,11925,23.0
58568,Croydon Hills,4,h,750000,28/08/2016,3136,Eastern Metropolitan,1705,23.0
58569,Croydon North,5,h,791333,28/08/2016,3136,Eastern Metropolitan,2985,23.0
58570,Dallas,3,h,480000,28/08/2016,3047,Northern Metropolitan,2246,14.0
58571,Dandenong,3,h,875000,28/08/2016,3175,South-Eastern Metropolitan,10894,24.7
58572,Dandenong,2,u,419000,28/08/2016,3175,South-Eastern Metropolitan,10894,24.7
58573,Dandenong,3,h,594000,28/08/2016,3175,South-Eastern Metropolitan,10894,24.7
58574,Dandenong North,4,h,760000,28/08/2016,3175,South-Eastern Metropolitan,8322,24.7
58577,Deer Park,3,h,430000,28/08/2016,3023,Western Metropolitan,6388,14.8
58578,Deer Park,4,h,432000,28/08/2016,3023,Western Metropolitan,6388,14.8
58579,Derrimut,5,h,1085000,28/08/2016,3030,Western Metropolitan,2276,14.7
58580,Dingley Village,5,h,860000,28/08/2016,3172,South-Eastern Metropolitan,3940,22.2
58581,Dingley Village,3,u,550000,28/08/2016,3172,South-Eastern Metropolitan,3940,22.2
58582,Dingley Village,3,h,720500,28/08/2016,3172,South-Eastern Metropolitan,3940,22.2
58583,Doncaster,3,h,826000,28/08/2016,3108,Eastern Metropolitan,9028,12.4
58584,Doncaster,3,h,900000,28/08/2016,3108,Eastern Metropolitan,9028,12.4
58585,Doncaster,3,t,888000,28/08/2016,3108,Eastern Metropolitan,9028,12.4
58586,Doncaster East,3,h,1025000,28/08/2016,3109,Eastern Metropolitan,10999,14.3
58587,Doncaster East,3,h,1011000,28/08/2016,3109,Eastern Metropolitan,10999,14.3
58588,Doncaster East,2,u,497500,28/08/2016,3109,Eastern Metropolitan,10999,14.3
58589,Doncaster East,4,h,1238000,28/08/2016,3109,Eastern Metropolitan,10999,14.3
58590,Doncaster East,4,h,1410000,28/08/2016,3109,Eastern Metropolitan,10999,14.3
58591,Doncaster East,4,h,920000,28/08/2016,3109,Eastern Metropolitan,10999,14.3
58592,Doncaster East,3,h,1650000,28/08/2016,3109,Eastern Metropolitan,10999,14.3
58593,Doncaster East,4,h,1060000,28/08/2016,3109,Eastern Metropolitan,10999,14.3
58594,Doncaster East,2,u,635000,28/08/2016,3109,Eastern Metropolitan,10999,14.3
58595,Doncaster East,4,h,1300000,28/08/2016,3109,Eastern Metropolitan,10999,14.3
58596,Donvale,3,h,740000,28/08/2016,3111,Eastern Metropolitan,4790,16.1
58598,Eaglemont,4,h,2309000,28/08/2016,3084,Eastern Metropolitan,1651,8.9
58599,East Melbourne,2,u,765000,28/08/2016,3002,Northern Metropolitan,3040,1.3
58600,East Melbourne,1,u,425000,28/08/2016,3002,Northern Metropolitan,3040,1.3
58601,East Melbourne,3,h,1560000,28/08/2016,3002,Northern Metropolitan,3040,1.3
58603,Edithvale,4,h,930000,28/08/2016,3196,South-Eastern Metropolitan,2546,27.0
58605,Eltham,3,u,680100,28/08/2016,3095,Eastern Metropolitan,6990,18.0
58606,Eltham,4,h,760000,28/08/2016,3095,Eastern Metropolitan,6990,18.0
58607,Eltham North,3,h,1115000,28/08/2016,3095,Eastern Metropolitan,2346,18.0
58608,Eltham North,4,h,1088000,28/08/2016,3095,Eastern Metropolitan,2346,18.0
58610,Elwood,2,u,572500,28/08/2016,3184,Southern Metropolitan,8989,7.2
58611,Elwood,3,h,1925000,28/08/2016,3184,Southern Metropolitan,8989,7.2
58614,Epping,4,h,510000,28/08/2016,3076,Northern Metropolitan,10926,19.6
58615,Epping,3,h,525000,28/08/2016,3076,Northern Metropolitan,10926,19.6
58616,Essendon,3,h,1290000,28/08/2016,3040,Western Metropolitan,9264,7.5
58618,Essendon,2,h,953000,28/08/2016,3040,Western Metropolitan,9264,7.5
58619,Essendon,3,h,1100000,28/08/2016,3040,Western Metropolitan,9264,7.5
58620,Essendon,3,u,820000,28/08/2016,3040,Western Metropolitan,9264,7.5
58621,Essendon,4,h,1270000,28/08/2016,3040,Western Metropolitan,9264,7.5
58622,Essendon,3,h,1445000,28/08/2016,3040,Western Metropolitan,9264,7.5
58623,Essendon,4,h,1113000,28/08/2016,3040,Western Metropolitan,9264,7.5
58624,Essendon,2,u,370000,28/08/2016,3040,Western Metropolitan,9264,7.5
58625,Essendon North,3,t,780000,28/08/2016,3041,Western Metropolitan,1308,8.2
58626,Fairfield,2,u,545000,28/08/2016,3078,Northern Metropolitan,2970,5.7
58627,Fairfield,3,h,1145000,28/08/2016,3078,Northern Metropolitan,2970,5.7
58628,Fairfield,3,h,1375000,28/08/2016,3078,Northern Metropolitan,2970,5.7
58629,Fawkner,3,t,492000,28/08/2016,3060,Northern Metropolitan,5070,13.1
58630,Fawkner,4,h,626000,28/08/2016,3060,Northern Metropolitan,5070,13.1
58632,Fitzroy North,2,u,602000,28/08/2016,3068,Northern Metropolitan,6244,3.6
58633,Fitzroy North,2,h,650000,28/08/2016,3068,Northern Metropolitan,6244,3.6
58635,Fitzroy North,2,h,1283000,28/08/2016,3068,Northern Metropolitan,6244,3.6
58636,Fitzroy North,3,h,1450000,28/08/2016,3068,Northern Metropolitan,6244,3.6
58637,Fitzroy North,2,h,1325000,28/08/2016,3068,Northern Metropolitan,6244,3.6
58640,Footscray,2,t,535000,28/08/2016,3011,Western Metropolitan,7570,5.1
58642,Footscray,3,t,757000,28/08/2016,3011,Western Metropolitan,7570,5.1
58643,Footscray,4,h,1450000,28/08/2016,3011,Western Metropolitan,7570,5.1
58644,Frankston,3,h,670000,28/08/2016,3199,South-Eastern Metropolitan,17055,38.0
58645,Frankston,4,h,630000,28/08/2016,3199,South-Eastern Metropolitan,17055,38.0
58646,Frankston,3,h,571000,28/08/2016,3199,South-Eastern Metropolitan,17055,38.0
58647,Frankston,3,h,557000,28/08/2016,3199,South-Eastern Metropolitan,17055,38.0
58648,Frankston South,4,h,688000,28/08/2016,3199,South-Eastern Metropolitan,7566,38.0
58649,Frankston South,3,h,1029000,28/08/2016,3199,South-Eastern Metropolitan,7566,38.0
58650,Gardenvale,4,h,2200000,28/08/2016,3185,Southern Metropolitan,534,7.2
58653,Glen Iris,3,h,1950000,28/08/2016,3146,Southern Metropolitan,10412,7.3
58654,Glen Iris,3,h,1310000,28/08/2016,3146,Southern Metropolitan,10412,7.3
58655,Glen Iris,3,h,1931000,28/08/2016,3146,Southern Metropolitan,10412,7.3
58656,Glen Iris,4,h,1528800,28/08/2016,3146,Southern Metropolitan,10412,7.3
58657,Glen Iris,4,h,2000000,28/08/2016,3146,Southern Metropolitan,10412,7.3
58658,Glen Iris,2,h,1250000,28/08/2016,3146,Southern Metropolitan,10412,7.3
58663,Glen Waverley,4,h,1615000,28/08/2016,3150,Eastern Metropolitan,15321,16.7
58665,Glen Waverley,4,h,1331000,28/08/2016,3150,Eastern Metropolitan,15321,16.7
58666,Glen Waverley,3,t,530000,28/08/2016,3150,Eastern Metropolitan,15321,16.7
58668,Glenroy,3,h,660000,28/08/2016,3046,Northern Metropolitan,8870,11.2
58669,Glenroy,2,h,675000,28/08/2016,3046,Northern Metropolitan,8870,11.2
58670,Glenroy,3,h,600000,28/08/2016,3046,Northern Metropolitan,8870,11.2
58671,Glenroy,3,h,607000,28/08/2016,3046,Northern Metropolitan,8870,11.2
58672,Glenroy,2,u,382000,28/08/2016,3046,Northern Metropolitan,8870,11.2
58673,Glenroy,3,h,722000,28/08/2016,3046,Northern Metropolitan,8870,11.2
58674,Greensborough,5,h,980000,28/08/2016,3088,Northern Metropolitan,8524,16.1
58675,Greensborough,3,h,745000,28/08/2016,3088,Northern Metropolitan,8524,16.1
58676,Greensborough,2,u,518000,28/08/2016,3088,Northern Metropolitan,8524,16.1
58677,Greensborough,3,h,701000,28/08/2016,3088,Northern Metropolitan,8524,16.1
58679,Greenvale,4,h,722000,28/08/2016,3059,Northern Metropolitan,4864,20.4
58681,Greenvale,4,h,535000,28/08/2016,3059,Northern Metropolitan,4864,20.4
58682,Greenvale,4,h,690000,28/08/2016,3059,Northern Metropolitan,4864,20.4
58683,Hampton,3,h,1880000,28/08/2016,3188,Southern Metropolitan,5454,13.8
58684,Hampton,3,h,1800000,28/08/2016,3188,Southern Metropolitan,5454,13.8
58685,Hampton,3,h,2439500,28/08/2016,3188,Southern Metropolitan,5454,13.8
58686,Hampton,4,h,2250000,28/08/2016,3188,Southern Metropolitan,5454,13.8
58687,Hampton East,4,h,1416000,28/08/2016,3188,Southern Metropolitan,2356,13.8
58688,Hampton East,4,h,1200000,28/08/2016,3188,Southern Metropolitan,2356,13.8
58689,Hampton East,3,u,865000,28/08/2016,3188,Southern Metropolitan,2356,13.8
58691,Hampton East,3,h,1300000,28/08/2016,3188,Southern Metropolitan,2356,13.8
58692,Hampton Park,4,h,556000,28/08/2016,3976,South-Eastern Metropolitan,8256,33.3
58693,Hawthorn,3,h,1400000,28/08/2016,3122,Southern Metropolitan,11308,5.3
58694,Hawthorn,1,u,370000,28/08/2016,3122,Southern Metropolitan,11308,5.3
58695,Hawthorn,2,u,627500,28/08/2016,3122,Southern Metropolitan,11308,5.3
58697,Hawthorn,2,u,710000,28/08/2016,3122,Southern Metropolitan,11308,5.3
58698,Hawthorn,1,u,485000,28/08/2016,3122,Southern Metropolitan,11308,5.3
58699,Hawthorn,1,u,310000,28/08/2016,3122,Southern Metropolitan,11308,5.3
58700,Hawthorn,3,h,3120000,28/08/2016,3122,Southern Metropolitan,11308,5.3
58701,Hawthorn,1,u,393000,28/08/2016,3122,Southern Metropolitan,11308,5.3
58703,Hawthorn East,2,h,1100000,28/08/2016,3123,Southern Metropolitan,6482,6.2
58704,Heidelberg West,3,h,465000,28/08/2016,3081,Eastern Metropolitan,2674,8.8
58705,Heidelberg West,3,h,675000,28/08/2016,3081,Eastern Metropolitan,2674,8.8
58706,Highett,4,h,1508000,28/08/2016,3190,Southern Metropolitan,4794,16.0
58707,Highett,3,h,1150000,28/08/2016,3190,Southern Metropolitan,4794,16.0
58708,Hillside,4,h,521000,28/08/2016,3037,Western Metropolitan,5556,18.0
58709,Hillside,4,h,468500,28/08/2016,3037,Western Metropolitan,5556,18.0
58710,Hillside,3,h,470000,28/08/2016,3037,Western Metropolitan,5556,18.0
58711,Hoppers Crossing,2,u,330000,28/08/2016,3029,Western Metropolitan,13830,18.4
58712,Hoppers Crossing,4,h,437000,28/08/2016,3029,Western Metropolitan,13830,18.4
58713,Hoppers Crossing,3,h,355000,28/08/2016,3029,Western Metropolitan,13830,18.4
58714,Hughesdale,4,h,1322000,28/08/2016,3166,Southern Metropolitan,3145,12.3
58715,Hurstbridge,5,h,735000,28/08/2016,3099,Northern Victoria,1345,26.1
58716,Ivanhoe,3,h,1060000,28/08/2016,3079,Eastern Metropolitan,5549,7.8
58717,Ivanhoe,2,t,710000,28/08/2016,3079,Eastern Metropolitan,5549,7.8
58718,Ivanhoe,3,u,650000,28/08/2016,3079,Eastern Metropolitan,5549,7.8
58719,Ivanhoe,2,u,662000,28/08/2016,3079,Eastern Metropolitan,5549,7.8
58721,Ivanhoe East,1,u,405000,28/08/2016,3079,Eastern Metropolitan,1554,7.8
58722,Keilor,3,h,625000,28/08/2016,3036,Western Metropolitan,2339,14.5
58723,Keilor Downs,4,h,630000,28/08/2016,3038,Western Metropolitan,3656,15.5
58724,Keilor East,3,t,710000,28/08/2016,3033,Western Metropolitan,5629,11.7
58726,Keilor East,4,h,732000,28/08/2016,3033,Western Metropolitan,5629,11.7
58727,Kensington,2,h,786000,28/08/2016,3031,Northern Metropolitan,5263,3.4
58728,Kew,4,h,2600000,28/08/2016,3101,Southern Metropolitan,10331,5.4
58731,Kew,2,h,975000,28/08/2016,3101,Southern Metropolitan,10331,5.4
58732,Kew,5,h,2800000,28/08/2016,3101,Southern Metropolitan,10331,5.4
58734,Kew,3,h,1420000,28/08/2016,3101,Southern Metropolitan,10331,5.4
58736,Kew,3,h,1800000,28/08/2016,3101,Southern Metropolitan,10331,5.4
58737,Kew,3,h,1505000,28/08/2016,3101,Southern Metropolitan,10331,5.4
58740,Kew East,3,h,1230000,28/08/2016,3102,Southern Metropolitan,2671,7.3
58741,Keysborough,4,h,1072000,28/08/2016,3173,South-Eastern Metropolitan,8459,25.2
58743,Kings Park,4,h,430000,28/08/2016,3021,Western Metropolitan,2878,14.0
58744,Kingsbury,4,h,590500,28/08/2016,3083,Northern Metropolitan,1414,12.1
58745,Kingsbury,3,h,607500,28/08/2016,3083,Northern Metropolitan,1414,12.1
58747,Lalor,4,h,635000,28/08/2016,3075,Northern Metropolitan,8279,16.3
58748,Lalor,3,h,465000,28/08/2016,3075,Northern Metropolitan,8279,16.3
58749,Lalor,4,h,660000,28/08/2016,3075,Northern Metropolitan,8279,16.3
58750,Lalor,3,h,550000,28/08/2016,3075,Northern Metropolitan,8279,16.3
58751,Lalor,3,h,432000,28/08/2016,3075,Northern Metropolitan,8279,16.3
58752,Lalor,3,h,460000,28/08/2016,3075,Northern Metropolitan,8279,16.3
58753,Langwarrin,3,h,455000,28/08/2016,3910,Eastern Victoria,8743,41.0
58754,Lilydale,3,h,590000,28/08/2016,3140,Eastern Victoria,6732,29.9
58755,MacLeod,2,u,525000,28/08/2016,3085,Northern Metropolitan,4168,12.7
58756,MacLeod,3,h,632000,28/08/2016,3085,Northern Metropolitan,4168,12.7
58757,Maidstone,3,h,865000,28/08/2016,3012,Western Metropolitan,3873,6.4
58758,Maidstone,2,t,600000,28/08/2016,3012,Western Metropolitan,3873,6.4
58759,Malvern,2,u,584000,28/08/2016,3144,Southern Metropolitan,4675,5.9
58760,Malvern,4,h,4940000,28/08/2016,3144,Southern Metropolitan,4675,5.9
58761,Malvern,1,u,420000,28/08/2016,3144,Southern Metropolitan,4675,5.9
58763,Malvern East,4,h,1550000,28/08/2016,3145,Southern Metropolitan,8801,8.4
58764,Malvern East,3,h,2020000,28/08/2016,3145,Southern Metropolitan,8801,8.4
58765,Malvern East,3,h,950000,28/08/2016,3145,Southern Metropolitan,8801,8.4
58766,Malvern East,3,h,1782500,28/08/2016,3145,Southern Metropolitan,8801,8.4
58768,Maribyrnong,4,h,1230000,28/08/2016,3032,Western Metropolitan,4918,4.3
58769,Melbourne,2,u,360000,28/08/2016,3000,Northern Metropolitan,17496,0.0
58770,Melbourne,1,u,435000,28/08/2016,3000,Northern Metropolitan,17496,0.0
58771,Melton South,3,h,270000,28/08/2016,3338,Western Victoria,4718,29.8
58772,Mentone,3,h,1065000,28/08/2016,3194,South-Eastern Metropolitan,6162,20.0
58773,Mentone,3,t,810000,28/08/2016,3194,South-Eastern Metropolitan,6162,20.0
58774,Mentone,2,u,636000,28/08/2016,3194,South-Eastern Metropolitan,6162,20.0
58775,Mentone,3,t,1620000,28/08/2016,3194,South-Eastern Metropolitan,6162,20.0
