,Date,Suburb,Postcode,Distance,Type,Rooms,Price
52102,25/11/2017,Malvern East,3145,8.4,h,4,3350000
52103,25/11/2017,Malvern East,3145,8.4,h,3,1667000
52104,25/11/2017,Malvern East,3145,8.4,h,4,2400000
52107,25/11/2017,Malvern East,3145,8.4,t,3,1400000
52108,25/11/2017,Malvern East,3145,8.4,u,3,2765000
52109,25/11/2017,Maribyrnong,3032,4.3,t,3,585000
52110,25/11/2017,Maribyrnong,3032,4.3,h,3,845000
52111,25/11/2017,Maribyrnong,3032,4.3,t,2,495000
52113,25/11/2017,Maribyrnong,3032,4.3,h,3,1165000
52114,25/11/2017,Maribyrnong,3032,4.3,u,2,400000
52115,25/11/2017,Meadow Heights,3048,17.4,h,3,545000
52118,25/11/2017,Melbourne,3000,0.0,u,1,575000
52119,25/11/2017,Melbourne,3000,0.0,u,2,1180000
52120,25/11/2017,Melbourne,3000,0.0,u,3,910000
52121,25/11/2017,Melbourne,3000,0.0,u,3,1660000
52122,25/11/2017,Melbourne,3000,0.0,u,1,480000
52125,25/11/2017,Melton,3337,31.7,h,3,385000
52126,25/11/2017,Melton South,3338,29.8,h,4,451000
52127,25/11/2017,Melton South,3338,29.8,h,2,386000
52128,25/11/2017,Melton South,3338,29.8,h,3,425000
52129,25/11/2017,Melton South,3338,29.8,h,3,476000
52130,25/11/2017,Melton South,3338,29.8,h,3,370000
52132,25/11/2017,Melton West,3337,31.7,h,4,484000
52133,25/11/2017,Melton West,3337,31.7,h,3,413000
52134,25/11/2017,Mentone,3194,20.0,u,2,600000
52135,25/11/2017,Mentone,3194,20.0,h,4,1125000
52136,25/11/2017,Mentone,3194,20.0,h,2,780000
52137,25/11/2017,Mernda,3754,25.9,h,3,605000
52138,25/11/2017,Mernda,3754,25.9,h,4,705000
52139,25/11/2017,Mernda,3754,25.9,h,4,555000
52140,25/11/2017,Mill Park,3082,17.9,h,4,640000
52141,25/11/2017,Mill Park,3082,17.9,h,3,665000
52142,25/11/2017,Mill Park,3082,17.9,h,3,660000
52144,25/11/2017,Mill Park,3082,17.9,h,4,675000
52145,25/11/2017,Mill Park,3082,17.9,h,4,800000
52146,25/11/2017,Mill Park,3082,17.9,h,3,800000
52147,25/11/2017,Mitcham,3132,17.2,h,3,1070000
52148,25/11/2017,Mitcham,3132,17.2,u,3,862000
52149,25/11/2017,Mitcham,3132,17.2,h,3,985000
52150,25/11/2017,Mitcham,3132,17.2,h,3,1050000
52151,25/11/2017,Mont Albert,3127,10.2,u,2,1050000
52152,25/11/2017,Mont Albert,3127,10.2,h,3,3680000
52154,25/11/2017,Montmorency,3094,16.2,t,3,691000
52155,25/11/2017,Moonee Ponds,3039,6.2,h,4,1310000
52156,25/11/2017,Moonee Ponds,3039,6.2,h,3,902000
52157,25/11/2017,Moonee Ponds,3039,6.2,h,3,1610000
52158,25/11/2017,Moonee Ponds,3039,6.2,h,3,1353000
52159,25/11/2017,Moonee Ponds,3039,6.2,h,2,1150000
52160,25/11/2017,Moonee Ponds,3039,6.2,h,4,1780000
52161,25/11/2017,Moorabbin,3189,14.3,h,3,1410000
52163,25/11/2017,Mooroolbark,3138,26.5,t,3,735000
52164,25/11/2017,Mooroolbark,3138,26.5,h,4,915000
52166,25/11/2017,Mooroolbark,3138,26.5,h,5,740000
52167,25/11/2017,Mordialloc,3195,21.5,h,3,1480000
52168,25/11/2017,Mordialloc,3195,21.5,h,3,1120000
52169,25/11/2017,Mordialloc,3195,21.5,h,3,801000
52172,25/11/2017,Mount Waverley,3149,14.2,h,3,1400000
52174,25/11/2017,Mount Waverley,3149,14.2,u,3,610000
52175,25/11/2017,Mount Waverley,3149,14.2,t,3,1115000
52176,25/11/2017,Mount Waverley,3149,14.2,h,4,980000
52178,25/11/2017,Mulgrave,3170,18.8,h,4,960000
52179,25/11/2017,Mulgrave,3170,18.8,h,4,978000
52182,25/11/2017,Mulgrave,3170,18.8,h,3,960000
52183,25/11/2017,Mulgrave,3170,18.8,h,3,925000
52184,25/11/2017,Murrumbeena,3163,10.1,u,1,330000
52185,25/11/2017,Murrumbeena,3163,10.1,h,4,1425000
52186,25/11/2017,Newport,3015,6.2,h,3,900000
52187,25/11/2017,Newport,3015,6.2,u,2,485000
52188,25/11/2017,Niddrie,3042,10.4,t,3,970000
52190,25/11/2017,Niddrie,3042,10.4,u,2,600000
52191,25/11/2017,Niddrie,3042,10.4,u,2,365000
52192,25/11/2017,Noble Park,3174,22.7,u,3,571000
52194,25/11/2017,Noble Park,3174,22.7,u,2,489000
52198,25/11/2017,Noble Park,3174,22.7,h,3,630000
52200,25/11/2017,North Melbourne,3051,1.8,u,1,330000
52201,25/11/2017,North Melbourne,3051,1.8,u,2,687000
52202,25/11/2017,North Melbourne,3051,1.8,h,2,1405000
52204,25/11/2017,Northcote,3070,5.3,h,3,1290000
52205,25/11/2017,Northcote,3070,5.3,h,3,1500000
52206,25/11/2017,Northcote,3070,5.3,h,2,1701000
52207,25/11/2017,Northcote,3070,5.3,h,2,1225000
52209,25/11/2017,Northcote,3070,5.3,u,1,410000
52210,25/11/2017,Northcote,3070,5.3,h,3,1410000
52211,25/11/2017,Northcote,3070,5.3,h,3,1900000
52212,25/11/2017,Northcote,3070,5.3,h,2,1295000
52213,25/11/2017,Northcote,3070,5.3,h,3,1020000
52214,25/11/2017,Northcote,3070,5.3,h,3,989000
52215,25/11/2017,Northcote,3070,5.3,h,2,960000
52216,25/11/2017,Northcote,3070,5.3,u,3,1900000
52217,25/11/2017,Northcote,3070,5.3,h,4,2025000
52218,25/11/2017,Northcote,3070,5.3,h,3,1205000
52219,25/11/2017,Notting Hill,3168,16.7,t,3,925000
52220,25/11/2017,Nunawading,3131,15.4,h,5,1700000
52221,25/11/2017,Oak Park,3046,11.2,h,3,891000
52223,25/11/2017,Oakleigh,3166,12.3,t,2,1050000
52224,25/11/2017,Oakleigh,3166,12.3,h,4,1160000
52225,25/11/2017,Oakleigh South,3167,15.5,h,4,1021000
52226,25/11/2017,Oakleigh South,3167,15.5,h,3,1050000
52227,25/11/2017,Oakleigh South,3167,15.5,h,3,1080000
52228,25/11/2017,Ormond,3204,11.4,t,3,1092500
52230,25/11/2017,Pakenham,3810,47.3,h,3,502500
52231,25/11/2017,Parkdale,3195,21.5,h,2,1206000
52233,25/11/2017,Parkville,3052,1.8,u,1,350000
52234,25/11/2017,Parkville,3052,1.8,h,4,3700000
52236,25/11/2017,Pascoe Vale,3044,8.5,h,3,750000
52237,25/11/2017,Pascoe Vale,3044,8.5,t,3,540000
52238,25/11/2017,Pascoe Vale,3044,8.5,u,3,776000
52239,25/11/2017,Pascoe Vale,3044,8.5,h,3,743000
52240,25/11/2017,Pascoe Vale,3044,8.5,u,2,480000
52241,25/11/2017,Plumpton,3335,23.8,h,3,521000
52242,25/11/2017,Point Cook,3030,14.7,h,4,665000
52243,25/11/2017,Point Cook,3030,14.7,h,4,682000
52247,25/11/2017,Port Melbourne,3207,3.5,h,2,1410000
52248,25/11/2017,Port Melbourne,3207,3.5,h,3,1250000
52249,25/11/2017,Port Melbourne,3207,3.5,u,3,1650000
52250,25/11/2017,Port Melbourne,3207,3.5,u,3,1250000
52251,25/11/2017,Port Melbourne,3207,3.5,h,3,1400000
52253,25/11/2017,Prahran,3181,4.6,u,2,780000
52254,25/11/2017,Prahran,3181,4.6,h,4,2340000
52255,25/11/2017,Prahran,3181,4.6,u,2,475000
52256,25/11/2017,Prahran,3181,4.6,h,3,2925000
52257,25/11/2017,Prahran,3181,4.6,h,2,1120000
52258,25/11/2017,Prahran,3181,4.6,h,3,3250000
52259,25/11/2017,Preston,3072,8.4,t,2,665000
52260,25/11/2017,Preston,3072,8.4,t,3,985000
52261,25/11/2017,Preston,3072,8.4,h,3,860000
52263,25/11/2017,Preston,3072,8.4,h,3,820000
52264,25/11/2017,Preston,3072,8.4,u,2,310000
52265,25/11/2017,Preston,3072,8.4,h,4,1380000
52267,25/11/2017,Preston,3072,8.4,h,3,1045000
52268,25/11/2017,Preston,3072,8.4,h,4,1585000
52269,25/11/2017,Princes Hill,3054,3.5,h,2,1252500
52270,25/11/2017,Princes Hill,3054,3.5,h,2,957000
52271,25/11/2017,Reservoir,3073,12.0,h,3,665000
52273,25/11/2017,Reservoir,3073,12.0,t,2,555000
52274,25/11/2017,Reservoir,3073,12.0,u,2,650000
52275,25/11/2017,Reservoir,3073,12.0,h,3,1210000
52276,25/11/2017,Reservoir,3073,12.0,h,3,850000
52277,25/11/2017,Reservoir,3073,12.0,u,2,550000
52278,25/11/2017,Reservoir,3073,12.0,u,3,675000
52279,25/11/2017,Reservoir,3073,12.0,h,4,750000
52280,25/11/2017,Reservoir,3073,12.0,h,3,780000
52281,25/11/2017,Reservoir,3073,12.0,h,3,650000
52282,25/11/2017,Reservoir,3073,12.0,u,1,300000
52283,25/11/2017,Reservoir,3073,12.0,h,3,715000
52284,25/11/2017,Reservoir,3073,12.0,h,3,770000
52285,25/11/2017,Richmond,3121,2.4,h,2,1324000
52286,25/11/2017,Richmond,3121,2.4,u,1,401000
52287,25/11/2017,Richmond,3121,2.4,h,3,951000
52288,25/11/2017,Richmond,3121,2.4,u,1,281200
52289,25/11/2017,Richmond,3121,2.4,h,4,1260000
52290,25/11/2017,Richmond,3121,2.4,h,2,1101000
52291,25/11/2017,Richmond,3121,2.4,u,1,408000
52295,25/11/2017,Ringwood,3134,19.9,h,3,808000
52296,25/11/2017,Ringwood,3134,19.9,h,4,1150000
52297,25/11/2017,Ringwood,3134,19.9,t,4,850000
52299,25/11/2017,Ringwood,3134,19.9,h,3,893500
52300,25/11/2017,Ringwood,3134,19.9,h,4,1050000
52301,25/11/2017,Ringwood,3134,19.9,h,2,1204000
52303,25/11/2017,Ringwood North,3134,19.9,h,4,950000
52304,25/11/2017,Ringwood North,3134,19.9,h,4,865000
52305,25/11/2017,Rosanna,3084,8.9,h,4,1530000
52306,25/11/2017,Rosanna,3084,8.9,h,3,1100000
52308,25/11/2017,Rowville,3178,23.5,h,4,1001000
52309,25/11/2017,Roxburgh Park,3064,20.6,h,6,680000
52310,25/11/2017,Roxburgh Park,3064,20.6,h,4,640000
52311,25/11/2017,Roxburgh Park,3064,20.6,h,3,563500
52312,25/11/2017,Roxburgh Park,3064,20.6,t,2,373500
52313,25/11/2017,Roxburgh Park,3064,20.6,h,3,520000
52314,25/11/2017,Roxburgh Park,3064,20.6,h,3,531000
52315,25/11/2017,Roxburgh Park,3064,20.6,h,3,591000
52317,25/11/2017,Seddon,3011,5.1,t,3,920000
52318,25/11/2017,Seddon,3011,5.1,h,4,1220000
52319,25/11/2017,Seddon,3011,5.1,h,3,970000
52321,25/11/2017,South Melbourne,3205,1.9,h,2,1150000
52322,25/11/2017,South Melbourne,3205,1.9,u,3,703000
52323,25/11/2017,South Morang,3752,20.5,h,4,630000
52324,25/11/2017,South Morang,3752,20.5,h,4,635000
52325,25/11/2017,South Morang,3752,20.5,h,5,810000
52326,25/11/2017,South Morang,3752,20.5,h,4,637500
52327,25/11/2017,South Morang,3752,20.5,h,4,652000
52328,25/11/2017,South Yarra,3141,2.7,h,2,1160000
52329,25/11/2017,South Yarra,3141,2.7,u,2,1075000
52330,25/11/2017,South Yarra,3141,2.7,u,1,535000
52331,25/11/2017,South Yarra,3141,2.7,u,3,750000
52333,25/11/2017,South Yarra,3141,2.7,h,3,2261000
52334,25/11/2017,South Yarra,3141,2.7,h,2,1600000
52339,25/11/2017,Southbank,3006,0.7,u,2,585000
52340,25/11/2017,Springvale,3171,20.8,h,3,738000
52343,25/11/2017,Springvale South,3172,22.2,h,3,833000
52344,25/11/2017,St Albans,3021,14.0,h,3,840000
52348,25/11/2017,St Albans,3021,14.0,h,3,622000
52350,25/11/2017,St Albans,3021,14.0,h,3,655000
52351,25/11/2017,St Kilda,3182,5.0,u,1,435000
52352,25/11/2017,St Kilda,3182,5.0,u,3,663000
52354,25/11/2017,St Kilda,3182,5.0,u,2,580000
52355,25/11/2017,St Kilda,3182,5.0,u,1,333000
52357,25/11/2017,Strathmore,3041,8.2,u,2,677500
52358,25/11/2017,Strathmore,3041,8.2,h,3,1300000
52359,25/11/2017,Strathmore,3041,8.2,h,2,1240000
52360,25/11/2017,Strathmore,3041,8.2,h,2,1210000
52361,25/11/2017,Sunbury,3429,31.7,h,3,468000
52362,25/11/2017,Sunbury,3429,31.7,h,4,420000
52363,25/11/2017,Sunbury,3429,31.7,h,3,540000
52364,25/11/2017,Sunbury,3429,31.7,h,4,608000
52365,25/11/2017,Sunbury,3429,31.7,h,4,470000
52366,25/11/2017,Sunbury,3429,31.7,h,4,550000
52367,25/11/2017,Sunbury,3429,31.7,h,3,427500
52368,25/11/2017,Sunshine,3020,10.5,h,3,670000
52369,25/11/2017,Sunshine,3020,10.5,h,3,885000
52370,25/11/2017,Sunshine,3020,10.5,h,2,730000
52371,25/11/2017,Sunshine,3020,10.5,h,3,925000
52372,25/11/2017,Sunshine,3020,10.5,h,3,927500
52373,25/11/2017,Sunshine,3020,10.5,h,4,945800
52376,25/11/2017,Sunshine West,3020,10.5,h,3,695000
52377,25/11/2017,Sunshine West,3020,10.5,h,4,750000
52378,25/11/2017,Sunshine West,3020,10.5,u,3,565000
52379,25/11/2017,Sunshine West,3020,10.5,t,4,580000
52381,25/11/2017,Surrey Hills,3127,10.2,h,4,2900000
52383,25/11/2017,Surrey Hills,3127,10.2,h,2,1170000
52385,25/11/2017,Surrey Hills,3127,10.2,u,2,770000
52386,25/11/2017,Sydenham,3037,18.0,h,3,642000
52387,25/11/2017,Sydenham,3037,18.0,h,3,670000
52388,25/11/2017,Tarneit,3029,18.4,h,3,575000
52389,25/11/2017,Taylors Hill,3037,18.0,h,4,720000
52391,25/11/2017,Taylors Lakes,3038,15.5,h,2,462000
52392,25/11/2017,Templestowe,3106,15.5,h,4,1168888
52393,25/11/2017,Templestowe,3106,15.5,h,6,3030000
52394,25/11/2017,Templestowe,3106,15.5,h,4,1500000
52396,25/11/2017,Templestowe Lower,3107,12.4,h,3,1300000
52398,25/11/2017,Templestowe Lower,3107,12.4,h,4,1699000
52399,25/11/2017,Templestowe Lower,3107,12.4,t,3,1155000
52400,25/11/2017,Templestowe Lower,3107,12.4,h,5,2325000
52401,25/11/2017,Templestowe Lower,3107,12.4,h,4,1130000
52402,25/11/2017,Templestowe Lower,3107,12.4,h,4,1200000
52405,25/11/2017,Thomastown,3074,15.3,h,3,710000
52406,25/11/2017,Thomastown,3074,15.3,h,4,841000
52407,25/11/2017,Thomastown,3074,15.3,u,2,514000
52408,25/11/2017,Thomastown,3074,15.3,u,3,480000
52409,25/11/2017,Thomastown,3074,15.3,u,2,475000
52410,25/11/2017,Thornbury,3071,7.0,h,2,835000
52411,25/11/2017,Thornbury,3071,7.0,t,3,915000
52412,25/11/2017,Thornbury,3071,7.0,u,1,373333
52418,25/11/2017,Toorak,3142,4.1,u,3,830000
52419,25/11/2017,Travancore,3032,4.3,h,2,1655000
52420,25/11/2017,Truganina,3029,18.4,u,3,450000
52421,25/11/2017,Truganina,3029,18.4,h,3,567000
52422,25/11/2017,Tullamarine,3043,12.9,h,2,490000
52423,25/11/2017,Tullamarine,3043,12.9,h,3,651000
52424,25/11/2017,Tullamarine,3043,12.9,h,3,666000
52425,25/11/2017,Tullamarine,3043,12.9,h,4,756000
52427,25/11/2017,Vermont South,3133,17.2,h,5,1280000
52428,25/11/2017,Viewbank,3084,8.9,h,5,1060000
52430,25/11/2017,Viewbank,3084,8.9,h,3,960000
52431,25/11/2017,Wantirna,3152,14.7,h,4,906000
52432,25/11/2017,Wantirna,3152,14.7,h,4,1085000
52433,25/11/2017,Wantirna South,3152,14.7,h,3,1261000
52434,25/11/2017,Wantirna South,3152,14.7,h,5,1205000
52435,25/11/2017,Warrandyte,3113,21.1,h,3,860000
52436,25/11/2017,Watsonia North,3087,14.5,h,3,756000
52437,25/11/2017,Werribee,3030,14.7,h,4,900000
52438,25/11/2017,Werribee,3030,14.7,h,3,425000
52439,25/11/2017,Werribee,3030,14.7,h,3,660000
52440,25/11/2017,Werribee,3030,14.7,h,3,580000
52441,25/11/2017,Werribee,3030,14.7,h,3,931000
52442,25/11/2017,Werribee,3030,14.7,u,2,355000
52443,25/11/2017,Werribee,3030,14.7,h,3,430000
52444,25/11/2017,Werribee,3030,14.7,h,3,465000
52445,25/11/2017,Werribee,3030,14.7,h,4,500000
52446,25/11/2017,West Footscray,3012,6.4,h,2,580000
52447,25/11/2017,West Footscray,3012,6.4,u,2,490000
52448,25/11/2017,West Footscray,3012,6.4,h,3,895000
52449,25/11/2017,West Footscray,3012,6.4,h,4,1378000
52450,25/11/2017,West Melbourne,3003,3.1,h,3,1470000
52452,25/11/2017,Wheelers Hill,3150,16.7,h,4,1010000
52454,25/11/2017,Williamstown,3016,6.8,h,4,4020000
52455,25/11/2017,Williamstown,3016,6.8,h,3,1145000
52456,25/11/2017,Williamstown,3016,6.8,h,3,1375000
52457,25/11/2017,Williamstown,3016,6.8,h,2,1200000
52462,25/11/2017,Wollert,3750,25.5,h,4,600000
52463,25/11/2017,Wollert,3750,25.5,h,3,530000
52464,25/11/2017,Wollert,3750,25.5,h,3,710000
52465,25/11/2017,Wyndham Vale,3024,27.2,h,4,551000
52466,25/11/2017,Wyndham Vale,3024,27.2,h,4,463000
52467,25/11/2017,Wyndham Vale,3024,27.2,h,3,412000
52468,25/11/2017,Wyndham Vale,3024,27.2,h,3,575000
52469,25/11/2017,Wyndham Vale,3024,27.2,h,4,625000
52470,25/11/2017,Yarraville,3013,6.3,h,4,1343000
52471,25/11/2017,Yarraville,3013,6.3,h,3,900000
52472,25/11/2017,Yarraville,3013,6.3,t,3,796000
52474,25/11/2017,Yarraville,3013,6.3,t,2,807000
52475,26/05/2018,Abbotsford,3067,3.0,h,2,1120000
52477,26/05/2018,Airport West,3042,10.4,u,2,600000
52479,26/05/2018,Albert Park,3206,3.0,h,4,1700000
52480,26/05/2018,Albert Park,3206,3.0,h,2,1612000
52482,26/05/2018,Albert Park,3206,3.0,h,3,1900000
52483,26/05/2018,Albert Park,3206,3.0,h,3,1550000
52484,26/05/2018,Albion,3020,10.5,h,2,560000
52485,26/05/2018,Altona Meadows,3028,15.5,u,3,530000
52486,26/05/2018,Altona North,3025,9.4,t,2,615000
52487,26/05/2018,Ardeer,3022,12.8,h,3,627000
52488,26/05/2018,Ardeer,3022,12.8,h,3,650000
52489,26/05/2018,Ardeer,3022,12.8,h,3,610000
52490,26/05/2018,Armadale,3143,6.3,u,1,382000
52491,26/05/2018,Armadale,3143,6.3,u,2,480000
52492,26/05/2018,Ascot Vale,3032,4.3,h,2,1000000
52494,26/05/2018,Ashburton,3147,10.2,h,3,1550000
52496,26/05/2018,Ashburton,3147,10.2,h,4,2320000
52498,26/05/2018,Ashburton,3147,10.2,h,4,2075000
52499,26/05/2018,Ashwood,3147,10.2,t,4,1270000
52501,26/05/2018,Aspendale Gardens,3195,21.5,h,3,912500
52502,26/05/2018,Avondale Heights,3034,9.5,h,4,835000
52504,26/05/2018,Balaclava,3183,6.4,t,2,700000
52505,26/05/2018,Balwyn,3103,7.9,u,2,760000
52506,26/05/2018,Balwyn,3103,7.9,h,3,1800000
52508,26/05/2018,Balwyn North,3104,9.7,u,3,1650000
52509,26/05/2018,Balwyn North,3104,9.7,h,4,1300000
52510,26/05/2018,Balwyn North,3104,9.7,h,5,1800000
52512,26/05/2018,Balwyn North,3104,9.7,h,3,2000000
52513,26/05/2018,Balwyn North,3104,9.7,h,4,2150000
52514,26/05/2018,Beaumaris,3193,17.3,h,3,951000
52515,26/05/2018,Beaumaris,3193,17.3,h,3,1550000
52518,26/05/2018,Bentleigh,3204,11.4,h,5,1400000
52519,26/05/2018,Bentleigh East,3165,13.8,t,3,1060000
52520,26/05/2018,Bentleigh East,3165,13.8,h,3,1000000
52521,26/05/2018,Bentleigh East,3165,13.8,t,4,1150000
52522,26/05/2018,Bentleigh East,3165,13.8,h,4,1622000
52523,26/05/2018,Bentleigh East,3165,13.8,h,3,1100000
52524,26/05/2018,Bentleigh East,3165,13.8,h,3,1150000
52526,26/05/2018,Bentleigh East,3165,13.8,h,2,770000
52527,26/05/2018,Bentleigh East,3165,13.8,h,3,610000
52528,26/05/2018,Bentleigh East,3165,13.8,t,3,1150000
52529,26/05/2018,Bentleigh East,3165,13.8,t,3,820000
52530,26/05/2018,Bentleigh East,3165,13.8,t,3,950000
52534,26/05/2018,Berwick,3806,35.2,h,4,614000
52536,26/05/2018,Berwick,3806,35.2,h,5,892500
52537,26/05/2018,Berwick,3806,35.2,h,3,640000
52538,26/05/2018,Black Rock,3193,17.3,h,3,2704000
52539,26/05/2018,Black Rock,3193,17.3,t,4,1260000
52540,26/05/2018,Black Rock,3193,17.3,h,4,1540000
52541,26/05/2018,Blackburn,3130,13.4,u,2,942000
52542,26/05/2018,Blackburn,3130,13.4,u,2,585000
52543,26/05/2018,Blackburn,3130,13.4,h,3,1400000
52544,26/05/2018,Blackburn,3130,13.4,h,3,1321000
52546,26/05/2018,Blackburn,3130,13.4,h,3,1020000
52548,26/05/2018,Blackburn South,3130,13.4,h,3,1067000
52549,26/05/2018,Boronia,3155,25.0,u,3,575000
52550,26/05/2018,Box Hill,3128,10.9,u,2,420000
52551,26/05/2018,Box Hill,3128,10.9,h,3,1500000
52552,26/05/2018,Braybrook,3019,8.6,t,3,606000
52553,26/05/2018,Braybrook,3019,8.6,t,3,680000
52555,26/05/2018,Brighton,3186,10.5,u,2,1035000
52557,26/05/2018,Brighton,3186,10.5,t,3,1600000
52558,26/05/2018,Brighton,3186,10.5,h,3,2850000
52559,26/05/2018,Brighton East,3187,10.3,h,4,2740000
52560,26/05/2018,Brighton East,3187,10.3,h,4,2450000
52561,26/05/2018,Brighton East,3187,10.3,t,4,1610000
52563,26/05/2018,Brighton East,3187,10.3,h,4,1400000
52564,26/05/2018,Brighton East,3187,10.3,t,3,1345000
52565,26/05/2018,Brighton East,3187,10.3,u,3,660000
52566,26/05/2018,Brighton East,3187,10.3,t,3,1800000
52567,26/05/2018,Brighton East,3187,10.3,t,4,1685000
52568,26/05/2018,Brighton East,3187,10.3,t,4,1700000
52569,26/05/2018,Broadmeadows,3047,14.0,h,3,701000
52571,26/05/2018,Brooklyn,3012,6.4,u,3,680000
52572,26/05/2018,Brunswick,3056,5.2,u,2,610000
52573,26/05/2018,Brunswick,3056,5.2,u,2,560000
52574,26/05/2018,Brunswick,3056,5.2,u,2,740000
52575,26/05/2018,Brunswick,3056,5.2,h,3,1362500
52577,26/05/2018,Brunswick,3056,5.2,h,3,1000000
52579,26/05/2018,Brunswick East,3057,4.0,h,4,1500000
52580,26/05/2018,Brunswick East,3057,4.0,u,2,560000
52581,26/05/2018,Brunswick West,3055,5.2,u,2,370000
52582,26/05/2018,Brunswick West,3055,5.2,h,3,1245000
52583,26/05/2018,Brunswick West,3055,5.2,u,1,372500
52586,26/05/2018,Bundoora,3083,12.1,h,3,720000
52587,26/05/2018,Bundoora,3083,12.1,h,3,721000
52588,26/05/2018,Bundoora,3083,12.1,h,3,670000
52589,26/05/2018,Bundoora,3083,12.1,h,3,730000
52590,26/05/2018,Bundoora,3083,12.1,h,4,905000
52592,26/05/2018,Burnside Heights,3023,14.8,h,3,622000
52594,26/05/2018,Burwood,3125,10.4,h,4,1100000
52598,26/05/2018,Burwood East,3151,14.7,u,2,600000
52599,26/05/2018,Burwood East,3151,14.7,h,4,990000
52600,26/05/2018,Burwood East,3151,14.7,h,3,990000
52601,26/05/2018,Cairnlea,3023,14.8,h,4,715000
52602,26/05/2018,Camberwell,3124,7.7,u,2,570000
52603,26/05/2018,Camberwell,3124,7.7,h,3,1800000
52608,26/05/2018,Campbellfield,3061,16.6,h,5,580000
52609,26/05/2018,Canterbury,3126,8.4,h,3,2250000
52612,26/05/2018,Carlton,3053,1.6,u,2,602000
52613,26/05/2018,Carlton North,3054,3.5,h,4,1800000
52614,26/05/2018,Carlton North,3054,3.5,h,2,1335000
52615,26/05/2018,Carlton North,3054,3.5,h,3,1420000
52616,26/05/2018,Carnegie,3163,10.1,u,2,740000
52617,26/05/2018,Carnegie,3163,10.1,u,2,470000
52618,26/05/2018,Caroline Springs,3023,14.8,h,4,820000
52619,26/05/2018,Caulfield,3162,8.7,h,4,1735000
52621,26/05/2018,Caulfield North,3161,7.8,u,3,1922000
52623,26/05/2018,Caulfield North,3161,7.8,h,4,1775000
52624,26/05/2018,Caulfield South,3162,8.7,h,4,1430000
52625,26/05/2018,Chadstone,3148,11.7,u,3,681000
52626,26/05/2018,Chadstone,3148,11.7,u,3,675000
52627,26/05/2018,Chadstone,3148,11.7,t,3,810000
52628,26/05/2018,Chelsea,3196,27.0,h,4,2040000
52629,26/05/2018,Chelsea,3196,27.0,u,2,435000
52630,26/05/2018,Chelsea,3196,27.0,h,3,800000
52633,26/05/2018,Cheltenham,3192,17.9,h,4,1212500
52634,26/05/2018,Cheltenham,3192,17.9,h,4,1700000
52635,26/05/2018,Cheltenham,3192,17.9,h,4,1145000
52636,26/05/2018,Chintin,3756,44.2,h,4,1500000
52637,26/05/2018,Chirnside Park,3116,27.1,h,3,682500
52638,26/05/2018,Clarinda,3169,17.5,h,3,785000
52639,26/05/2018,Clarinda,3169,17.5,h,3,795000
52640,26/05/2018,Clarinda,3169,17.5,h,2,755000
52641,26/05/2018,Clayton,3168,16.7,h,3,1335000
52642,26/05/2018,Clifton Hill,3068,3.6,h,3,1730000
52643,26/05/2018,Clifton Hill,3068,3.6,u,2,749000
52644,26/05/2018,Clifton Hill,3068,3.6,h,4,2152500
52645,26/05/2018,Coburg,3058,6.7,h,2,721000
52646,26/05/2018,Coburg,3058,6.7,h,3,815000
52648,26/05/2018,Coburg,3058,6.7,h,3,1175000
52649,26/05/2018,Coburg,3058,6.7,h,3,1045000
52650,26/05/2018,Coburg,3058,6.7,u,2,432000
52651,26/05/2018,Coburg,3058,6.7,t,2,617500
52653,26/05/2018,Collingwood,3066,2.0,h,3,950000
52654,26/05/2018,Collingwood,3066,2.0,h,3,900000
52655,26/05/2018,Collingwood,3066,2.0,u,2,540000
52656,26/05/2018,Collingwood,3066,2.0,u,1,355000
52657,26/05/2018,Craigieburn,3064,20.6,h,4,740000
52658,26/05/2018,Craigieburn,3064,20.6,h,4,676000
52659,26/05/2018,Craigieburn,3064,20.6,h,4,700000
52660,26/05/2018,Craigieburn,3064,20.6,h,3,532000
52661,26/05/2018,Craigieburn,3064,20.6,h,5,850000
52662,26/05/2018,Craigieburn,3064,20.6,h,3,580000
52663,26/05/2018,Craigieburn,3064,20.6,h,3,500000
52664,26/05/2018,Craigieburn,3064,20.6,h,4,590000
52665,26/05/2018,Craigieburn,3064,20.6,t,3,423500
52667,26/05/2018,Craigieburn,3064,20.6,h,4,530000
52668,26/05/2018,Cranbourne East,3977,34.7,h,4,661000
52669,26/05/2018,Cremorne,3121,2.4,h,2,965000
52671,26/05/2018,Croydon,3136,23.0,h,3,815000
52672,26/05/2018,Dallas,3047,14.0,h,3,575000
52673,26/05/2018,Dandenong,3175,24.7,h,4,770000
52674,26/05/2018,Dandenong,3175,24.7,u,2,440000
52675,26/05/2018,Dandenong,3175,24.7,h,3,631000
52677,26/05/2018,Dandenong North,3175,24.7,h,4,575000
52678,26/05/2018,Dandenong North,3175,24.7,h,3,700000
52679,26/05/2018,Dandenong North,3175,24.7,h,3,600000
52680,26/05/2018,Deer Park,3023,14.8,h,3,480000
52681,26/05/2018,Deer Park,3023,14.8,h,3,666500
52682,26/05/2018,Diamond Creek,3089,21.8,h,4,762500
52683,26/05/2018,Dingley Village,3172,22.2,h,4,1203000
52684,26/05/2018,Dingley Village,3172,22.2,h,5,1156000
