,Suburb,Rooms,Type,Price,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longtitude
31250,Mernda,4,h,573500,10/02/2018,25.9,3754,4.0,2.0,2.0,452.0,-37.60306,145.07103
31251,Mernda,4,h,610000,10/02/2018,25.9,3754,4.0,2.0,2.0,448.0,-37.60426,145.06782
31253,Mill Park,3,h,690500,10/02/2018,17.9,3082,3.0,2.0,1.0,613.0,-37.66894,145.06767
31254,Mill Park,4,h,825000,10/02/2018,17.9,3082,4.0,2.0,2.0,678.0,-37.67427,145.06955
31255,Mill Park,4,h,737000,10/02/2018,17.9,3082,4.0,2.0,1.0,610.0,-37.66605,145.06576
31261,Moonee Ponds,3,h,1285000,10/02/2018,6.2,3039,3.0,2.0,1.0,313.0,-37.77078,144.91244
31262,Moonee Ponds,3,h,1075000,10/02/2018,6.2,3039,3.0,1.0,1.0,288.0,-37.76195,144.91775
31264,Moorabbin,3,t,915000,10/02/2018,14.3,3189,3.0,2.0,2.0,230.0,-37.94298,145.04118
31272,Mulgrave,4,h,880000,10/02/2018,18.8,3170,4.0,2.0,1.0,652.0,-37.92569,145.17261
31275,Mulgrave,3,h,828000,10/02/2018,18.8,3170,3.0,1.0,1.0,569.0,-37.92096,145.16791
31276,Mulgrave,3,h,842000,10/02/2018,18.8,3170,3.0,2.0,2.0,651.0,-37.93144,145.16955
31278,Narre Warren,3,h,652000,10/02/2018,34.1,3805,3.0,2.0,2.0,621.0,-37.99859,145.29461
31280,Narre Warren,3,t,495000,10/02/2018,34.1,3805,3.0,2.0,1.0,227.0,-38.0079,145.32165
31282,Niddrie,4,h,1300000,10/02/2018,10.4,3042,4.0,2.0,1.0,652.0,-37.74035,144.88977
31285,Noble Park,3,h,700000,10/02/2018,22.7,3174,3.0,1.0,1.0,640.0,-37.97313,145.18995
31288,Northcote,2,t,960000,10/02/2018,5.3,3070,2.0,1.0,1.0,205.0,-37.76703,145.00811
31290,Nunawading,3,h,970000,10/02/2018,15.4,3131,3.0,1.0,2.0,588.0,-37.80794,145.18282
31294,Point Cook,4,h,733000,10/02/2018,14.7,3030,4.0,2.0,2.0,540.0,-37.88253,144.72763
31296,Point Cook,4,h,760000,10/02/2018,14.7,3030,4.0,2.0,2.0,496.0,-37.91415,144.77648
31300,Point Cook,4,h,697000,10/02/2018,14.7,3030,4.0,2.0,2.0,530.0,-37.8812,144.72912
31301,Point Cook,4,h,631500,10/02/2018,14.7,3030,4.0,2.0,2.0,400.0,-37.89867,144.72649
31305,Port Melbourne,3,h,1950000,10/02/2018,3.5,3207,3.0,1.0,2.0,247.0,-37.83398,144.93968
31310,Reservoir,3,h,775000,10/02/2018,12.0,3073,3.0,1.0,1.0,715.0,-37.69765,145.0022
31318,Rosanna,4,h,1210000,10/02/2018,8.9,3084,4.0,2.0,2.0,762.0,-37.73281,145.0693
31325,Sandhurst,3,h,640000,10/02/2018,34.7,3977,3.0,3.0,2.0,390.0,-38.07968,145.21696
31326,Sandringham,4,h,1600000,10/02/2018,15.2,3191,4.0,2.0,2.0,446.0,-37.9482,145.00452
31328,Seaford,4,h,800000,10/02/2018,35.4,3198,4.0,1.0,2.0,630.0,-38.0984,145.12932
31330,South Kingsville,4,t,1015000,10/02/2018,6.2,3015,4.0,3.0,2.0,328.0,-37.83163,144.86828
31333,South Morang,3,h,652000,10/02/2018,20.5,3752,3.0,2.0,2.0,600.0,-37.65263,145.0977
31345,Sunbury,4,h,610000,10/02/2018,31.7,3429,4.0,2.0,2.0,641.0,-37.5732,144.71182
31350,Sunshine,3,h,781000,10/02/2018,10.5,3020,3.0,1.0,4.0,650.0,-37.79585,144.82296
31353,Tarneit,3,h,516000,10/02/2018,18.4,3029,3.0,2.0,2.0,351.0,-37.85303,144.66346
31355,Taylors Hill,4,h,735000,10/02/2018,18.0,3037,4.0,2.0,2.0,596.0,-37.70715,144.75963
31358,Templestowe Lower,4,h,1150000,10/02/2018,12.4,3107,4.0,2.0,0.0,754.0,-37.75616,145.10615
31360,Templestowe Lower,4,h,1410000,10/02/2018,12.4,3107,4.0,3.0,2.0,735.0,-37.7729,145.1228
31362,Thomastown,4,h,600000,10/02/2018,15.3,3074,4.0,1.0,5.0,581.0,-37.67888,144.98909
31364,Thornbury,4,h,1850000,10/02/2018,7.0,3071,4.0,1.0,4.0,746.0,-37.75715,145.00692
31366,Truganina,4,h,612500,10/02/2018,18.4,3029,4.0,2.0,2.0,350.0,-37.85099,144.73935
31367,Truganina,4,h,607000,10/02/2018,18.4,3029,4.0,2.0,2.0,350.0,-37.84477,144.73444
31368,Truganina,4,h,611000,10/02/2018,18.4,3029,4.0,2.0,2.0,510.0,-37.84588,144.71585
31369,Truganina,3,h,557500,10/02/2018,18.4,3029,3.0,2.0,2.0,560.0,-37.84391,144.7258
31370,Tullamarine,4,h,680000,10/02/2018,12.9,3043,4.0,2.0,1.0,534.0,-37.69434,144.88226
31371,Upwey,5,h,1075000,10/02/2018,29.3,3158,5.0,2.0,3.0,1993.0,-37.9075,145.3198
31374,Wantirna South,5,h,1371000,10/02/2018,14.7,3152,5.0,2.0,2.0,911.0,-37.86148,145.2445
31375,Wantirna South,3,h,940000,10/02/2018,14.7,3152,3.0,1.0,2.0,720.0,-37.85964,145.24186
31378,Werribee,3,h,470000,10/02/2018,14.7,3030,3.0,1.0,2.0,560.0,-37.91492,144.66867
31380,Werribee,4,h,580000,10/02/2018,14.7,3030,4.0,2.0,2.0,294.0,-37.90304,144.61191
31381,Wheelers Hill,4,h,1580000,10/02/2018,16.7,3150,4.0,2.0,2.0,855.0,-37.90426,145.18722
31382,Williams Landing,3,t,475000,10/02/2018,17.6,3027,3.0,2.0,2.0,222.0,-37.85682,144.73773
31384,Williamstown North,3,h,1000000,10/02/2018,6.8,3016,3.0,2.0,4.0,517.0,-37.85326,144.87411
31385,Wollert,4,h,620000,10/02/2018,25.5,3750,4.0,2.0,2.0,391.0,-37.61005,145.0413
31386,Wollert,4,h,615000,10/02/2018,25.5,3750,4.0,2.0,2.0,384.0,-37.61762,145.02768
31389,Airport West,5,h,1025000,20/01/2018,10.4,3042,5.0,2.0,3.0,764.0,-37.72282,144.88373
31391,Dandenong North,3,h,631000,20/01/2018,24.7,3175,3.0,1.0,1.0,557.0,-37.96877,145.22082
31395,Kilsyth,3,h,650000,20/01/2018,26.0,3137,3.0,1.0,1.0,623.0,-37.80416,145.30734
31396,Knoxfield,5,h,935000,20/01/2018,23.3,3180,5.0,3.0,2.0,528.0,-37.87515,145.25241
31402,Rosanna,4,h,1180000,20/01/2018,8.9,3084,4.0,2.0,2.0,628.0,-37.73675,145.06889
31403,Seaford,3,h,760000,20/01/2018,35.4,3198,3.0,1.0,1.0,671.0,-38.10309,145.13228
31405,Wallan,3,h,430000,20/01/2018,44.2,3756,3.0,2.0,2.0,683.0,-37.41953,144.98206
31406,Wantirna,4,h,975000,20/01/2018,14.7,3152,4.0,2.0,2.0,642.0,-37.85474,145.24076
31409,Ardeer,3,h,620000,27/01/2018,12.8,3022,3.0,1.0,2.0,697.0,-37.77459,144.7983
31411,Epping,4,h,775000,27/01/2018,19.6,3076,4.0,2.0,2.0,617.0,-37.62702,145.02508
31412,Ferntree Gully,3,h,900000,27/01/2018,24.8,3156,3.0,1.0,2.0,1309.0,-37.88221,145.27804
31413,Frankston,3,h,625000,27/01/2018,38.0,3199,3.0,1.0,1.0,616.0,-38.14541,145.14711
31416,Surrey Hills,3,h,1550000,27/01/2018,10.2,3127,3.0,2.0,2.0,307.0,-37.82159,145.09521
31418,Wheelers Hill,4,h,1077000,27/01/2018,16.7,3150,4.0,2.0,2.0,697.0,-37.89194,145.18994
31421,Airport West,3,h,890000,03/03/2018,10.4,3042,3.0,2.0,1.0,306.0,-37.71716,144.8837
31423,Airport West,3,h,975000,03/03/2018,10.4,3042,3.0,2.0,1.0,303.0,-37.73174,144.88086
31424,Airport West,3,t,891000,03/03/2018,10.4,3042,3.0,2.0,2.0,314.0,-37.71968,144.87756
31427,Albert Park,3,h,1650000,03/03/2018,3.0,3206,3.0,2.0,0.0,134.0,-37.84937,144.95414
31428,Alphington,4,h,1480000,03/03/2018,5.7,3078,4.0,1.0,2.0,574.0,-37.78292,145.0206
31429,Alphington,4,h,2420000,03/03/2018,5.7,3078,4.0,2.0,3.0,1134.0,-37.78598,145.03305
31430,Altona,3,h,1815000,03/03/2018,11.0,3018,3.0,2.0,2.0,690.0,-37.87025,144.83385
31431,Altona Meadows,3,h,600000,03/03/2018,15.5,3028,3.0,2.0,1.0,479.0,-37.87502,144.77956
31432,Altona North,3,h,700000,03/03/2018,9.4,3025,3.0,1.0,2.0,441.0,-37.8454,144.84711
31433,Ardeer,4,h,624000,03/03/2018,12.8,3022,4.0,1.0,4.0,601.0,-37.77881,144.80431
31441,Ascot Vale,3,h,1050000,03/03/2018,4.3,3032,3.0,1.0,1.0,272.0,-37.77202,144.90731
31443,Ashburton,5,h,2850500,03/03/2018,10.2,3147,5.0,2.0,2.0,697.0,-37.87132,145.07267
31444,Ashburton,4,h,1400000,03/03/2018,10.2,3147,4.0,2.0,2.0,666.0,-37.86448,145.09009
31447,Aspendale,3,t,1095000,03/03/2018,21.5,3195,3.0,2.0,1.0,284.0,-38.01646,145.09967
31448,Aspendale Gardens,3,h,1015000,03/03/2018,21.5,3195,3.0,2.0,2.0,633.0,-38.02454,145.1156
31451,Avondale Heights,3,h,904000,03/03/2018,9.5,3034,3.0,1.0,2.0,604.0,-37.76978,144.86273
31452,Avondale Heights,3,h,680000,03/03/2018,9.5,3034,3.0,2.0,1.0,321.0,-37.76658,144.85874
31453,Avondale Heights,3,h,725000,03/03/2018,9.5,3034,3.0,1.0,1.0,581.0,-37.76038,144.85798
31457,Balwyn,5,h,2800000,03/03/2018,7.9,3103,5.0,2.0,2.0,1105.0,-37.8092,145.10299
31458,Balwyn,5,h,2360000,03/03/2018,7.9,3103,5.0,2.0,3.0,678.0,-37.80596,145.0694
31460,Balwyn,5,h,4000000,03/03/2018,7.9,3103,5.0,3.0,3.0,1527.0,-37.81191,145.09783
31461,Balwyn,4,h,2140000,03/03/2018,7.9,3103,4.0,2.0,3.0,525.0,-37.81705,145.08319
31464,Balwyn North,4,t,1190000,03/03/2018,9.7,3104,4.0,2.0,2.0,260.0,-37.79589,145.09988
31465,Balwyn North,5,h,1510000,03/03/2018,9.7,3104,5.0,1.0,2.0,760.0,-37.79063,145.09677
31467,Balwyn North,4,h,2255000,03/03/2018,9.7,3104,4.0,2.0,2.0,576.0,-37.7864,145.09216
31469,Balwyn North,4,h,1905000,03/03/2018,9.7,3104,4.0,2.0,2.0,823.0,-37.79021,145.06674
31473,Beaumaris,4,t,1820000,03/03/2018,17.3,3193,4.0,2.0,3.0,353.0,-37.9904,145.03871
31474,Beaumaris,4,h,1645000,03/03/2018,17.3,3193,4.0,2.0,2.0,646.0,-37.97559,145.04546
31475,Beaumaris,3,h,1674000,03/03/2018,17.3,3193,3.0,1.0,2.0,759.0,-37.98376,145.04501
31476,Beaumaris,4,h,1550000,03/03/2018,17.3,3193,4.0,2.0,2.0,700.0,-37.98075,145.03856
31478,Beaumaris,4,h,1880000,03/03/2018,17.3,3193,4.0,3.0,4.0,689.0,-37.98124,145.04465
31479,Bentleigh,4,h,1625000,03/03/2018,11.4,3204,4.0,2.0,2.0,654.0,-37.91756,145.02587
31480,Bentleigh,4,h,1700000,03/03/2018,11.4,3204,4.0,2.0,2.0,786.0,-37.9193,145.0385
31481,Bentleigh,3,h,1605000,03/03/2018,11.4,3204,3.0,1.0,2.0,787.0,-37.92459,145.04521
31482,Bentleigh,3,t,1350000,03/03/2018,11.4,3204,3.0,2.0,1.0,359.0,-37.92025,145.03482
31483,Bentleigh,2,t,920000,03/03/2018,11.4,3204,2.0,1.0,1.0,256.0,-37.93044,145.04724
31484,Bentleigh,4,h,1300000,03/03/2018,11.4,3204,4.0,2.0,1.0,587.0,-37.92594,145.0433
31488,Bentleigh East,3,h,1260000,03/03/2018,13.8,3165,3.0,1.0,2.0,609.0,-37.92355,145.05562
31489,Bentleigh East,2,t,883000,03/03/2018,13.8,3165,2.0,2.0,1.0,190.0,-37.92438,145.05175
31490,Bentleigh East,3,h,1155000,03/03/2018,13.8,3165,3.0,1.0,2.0,584.0,-37.91745,145.07208
31492,Bentleigh East,4,t,1282000,03/03/2018,13.8,3165,4.0,3.0,2.0,354.0,-37.91372,145.07488
31493,Bentleigh East,3,h,1015000,03/03/2018,13.8,3165,3.0,2.0,4.0,564.0,-37.92699,145.08081
31494,Bentleigh East,3,h,1180000,03/03/2018,13.8,3165,3.0,1.0,2.0,666.0,-37.92498,145.06907
31495,Bentleigh East,5,h,1669000,03/03/2018,13.8,3165,5.0,3.0,2.0,400.0,-37.91653,145.05705
31496,Bentleigh East,3,h,1146000,03/03/2018,13.8,3165,3.0,1.0,1.0,595.0,-37.92083,145.07083
31499,Black Rock,4,h,1980000,03/03/2018,17.3,3193,4.0,2.0,1.0,550.0,-37.97585,145.02455
31500,Blackburn,5,h,1670000,03/03/2018,13.4,3130,5.0,2.0,3.0,886.0,-37.82598,145.14717
31506,Blackburn North,4,h,1300000,03/03/2018,13.4,3130,4.0,2.0,2.0,938.0,-37.80227,145.16073
31508,Blackburn North,3,t,850000,03/03/2018,13.4,3130,3.0,2.0,2.0,210.0,-37.80912,145.14443
31509,Blackburn South,4,h,1400000,03/03/2018,13.4,3130,4.0,2.0,1.0,560.0,-37.83533,145.14455
31510,Blackburn South,3,h,870000,03/03/2018,13.4,3130,3.0,1.0,1.0,542.0,-37.8442,145.155
31513,Box Hill,4,h,2128888,03/03/2018,10.9,3128,4.0,3.0,2.0,686.0,-37.82346,145.12631
31514,Braybrook,3,h,801500,03/03/2018,8.6,3019,3.0,1.0,1.0,603.0,-37.78308,144.85297
31516,Brighton,3,h,1925000,03/03/2018,10.5,3186,3.0,2.0,2.0,545.0,-37.89085,144.99983
31517,Brighton,4,h,3590000,03/03/2018,10.5,3186,4.0,3.0,2.0,839.0,-37.92093,145.00499
31518,Brighton,3,h,1826000,03/03/2018,10.5,3186,3.0,1.0,1.0,468.0,-37.88786,144.99853
31520,Brighton,2,h,1250000,03/03/2018,10.5,3186,2.0,1.0,0.0,199.0,-37.90914,145.00477
31521,Brighton,4,h,2500000,03/03/2018,10.5,3186,4.0,2.0,2.0,564.0,-37.9065,145.00572
31522,Brighton,4,h,2300000,03/03/2018,10.5,3186,4.0,2.0,1.0,393.0,-37.90841,145.00497
31524,Brighton East,4,h,1840000,03/03/2018,10.3,3187,4.0,2.0,2.0,612.0,-37.9076,145.02043
31525,Brighton East,4,h,1736000,03/03/2018,10.3,3187,4.0,2.0,2.0,604.0,-37.90684,145.01793
31526,Brighton East,3,h,1700000,03/03/2018,10.3,3187,3.0,1.0,2.0,632.0,-37.91751,145.02181
31527,Brighton East,3,h,1850000,03/03/2018,10.3,3187,3.0,2.0,2.0,278.0,-37.92314,145.01082
31528,Brighton East,4,h,2500000,03/03/2018,10.3,3187,4.0,2.0,2.0,598.0,-37.91908,145.01332
31529,Brighton East,4,h,2070000,03/03/2018,10.3,3187,4.0,2.0,2.0,602.0,-37.92367,145.00993
31530,Brighton East,4,h,1555000,03/03/2018,10.3,3187,4.0,2.0,2.0,550.0,-37.90945,145.00989
31531,Brighton East,5,h,2500000,03/03/2018,10.3,3187,5.0,3.0,2.0,651.0,-37.91708,145.01154
31532,Brighton East,4,h,2000000,03/03/2018,10.3,3187,4.0,3.0,3.0,602.0,-37.91678,145.01675
31533,Broadmeadows,3,h,560000,03/03/2018,14.0,3047,3.0,1.0,2.0,566.0,-37.67841,144.91021
31536,Broadmeadows,2,h,711000,03/03/2018,14.0,3047,2.0,1.0,2.0,711.0,-37.68631,144.92135
31537,Broadmeadows,3,h,653000,03/03/2018,14.0,3047,3.0,1.0,0.0,647.0,-37.69217,144.91767
31538,Broadmeadows,3,h,407500,03/03/2018,14.0,3047,3.0,1.0,1.0,237.0,-37.68957,144.92224
31539,Broadmeadows,4,h,560000,03/03/2018,14.0,3047,4.0,1.0,2.0,604.0,-37.68238,144.92685
31541,Brunswick,4,h,1500000,03/03/2018,5.2,3056,4.0,2.0,1.0,373.0,-37.76289,144.95552
31544,Brunswick,3,h,1100000,03/03/2018,5.2,3056,3.0,1.0,1.0,392.0,-37.75703,144.96991
31545,Brunswick,4,h,1325000,03/03/2018,5.2,3056,4.0,1.0,3.0,520.0,-37.75663,144.95618
31548,Brunswick,2,h,900000,03/03/2018,5.2,3056,2.0,1.0,0.0,182.0,-37.76111,144.97035
31552,Brunswick,3,h,1160000,03/03/2018,5.2,3056,3.0,1.0,1.0,262.0,-37.77321,144.96039
31553,Brunswick,4,h,1661000,03/03/2018,5.2,3056,4.0,2.0,1.0,412.0,-37.76043,144.95136
31557,Brunswick West,3,h,950000,03/03/2018,5.2,3055,3.0,1.0,4.0,532.0,-37.7575,144.93606
31559,Brunswick West,3,h,1250000,03/03/2018,5.2,3055,3.0,1.0,2.0,316.0,-37.76347,144.94509
31560,Brunswick West,4,h,1440200,03/03/2018,5.2,3055,4.0,1.0,1.0,536.0,-37.77088,144.94737
31561,Brunswick West,3,h,1345000,03/03/2018,5.2,3055,3.0,1.0,0.0,366.0,-37.76285,144.94346
31563,Bulleen,4,h,1337000,03/03/2018,10.8,3105,4.0,2.0,4.0,722.0,-37.77856,145.09945
31564,Bulleen,4,h,1310000,03/03/2018,10.8,3105,4.0,3.0,2.0,358.0,-37.76281,145.09159
31567,Bundoora,3,h,785000,03/03/2018,12.1,3083,3.0,2.0,2.0,652.0,-37.70299,145.06753
31569,Burwood,3,h,1308000,03/03/2018,10.4,3125,3.0,1.0,1.0,588.0,-37.84546,145.11967
31570,Burwood,3,h,1461000,03/03/2018,10.4,3125,3.0,1.0,1.0,674.0,-37.84533,145.09897
31571,Burwood,3,h,1388000,03/03/2018,10.4,3125,3.0,1.0,2.0,772.0,-37.85628,145.10906
31572,Burwood East,3,h,980000,03/03/2018,14.7,3151,3.0,1.0,2.0,365.0,-37.85174,145.14003
31573,Burwood East,4,h,1177000,03/03/2018,14.7,3151,4.0,1.0,1.0,645.0,-37.8576,145.14467
31574,Burwood East,4,h,1290000,03/03/2018,14.7,3151,4.0,2.0,2.0,466.0,-37.85275,145.16108
31575,Burwood East,3,h,1140000,03/03/2018,14.7,3151,3.0,1.0,2.0,585.0,-37.85005,145.15652
31576,Burwood East,3,h,1177000,03/03/2018,14.7,3151,3.0,2.0,2.0,608.0,-37.84767,145.15369
31577,Camberwell,4,h,2175000,03/03/2018,7.7,3124,4.0,2.0,3.0,616.0,-37.84717,145.09062
31580,Camberwell,7,h,1700000,03/03/2018,7.7,3124,7.0,3.0,3.0,654.0,-37.84198,145.09534
31583,Camberwell,4,h,2200000,03/03/2018,7.7,3124,4.0,2.0,4.0,944.0,-37.84593,145.09538
31584,Camberwell,4,h,2175000,03/03/2018,7.7,3124,4.0,2.0,2.0,701.0,-37.84003,145.0691
31595,Carlton North,2,h,1065000,03/03/2018,3.5,3054,2.0,1.0,0.0,96.0,-37.788,144.96978
31601,Carrum Downs,4,h,562500,03/03/2018,34.9,3201,4.0,2.0,2.0,670.0,-38.11464,145.19301
31602,Carrum Downs,3,h,510000,03/03/2018,34.9,3201,3.0,1.0,2.0,615.0,-38.11564,145.19023
31604,Carrum Downs,3,h,550000,03/03/2018,34.9,3201,3.0,2.0,2.0,509.0,-38.09113,145.19244
31606,Caulfield South,3,h,1530000,03/03/2018,8.7,3162,3.0,2.0,1.0,297.0,-37.89524,145.01615
31608,Caulfield South,3,h,1425000,03/03/2018,8.7,3162,3.0,2.0,2.0,370.0,-37.89927,145.032
31609,Caulfield South,2,h,1101000,03/03/2018,8.7,3162,2.0,1.0,2.0,347.0,-37.89762,145.02297
31610,Caulfield South,3,h,2000000,03/03/2018,8.7,3162,3.0,3.0,4.0,959.0,-37.89923,145.03
31613,Chadstone,3,h,1300000,03/03/2018,11.7,3148,3.0,1.0,2.0,690.0,-37.87456,145.1027
31614,Chadstone,3,h,960000,03/03/2018,11.7,3148,3.0,1.0,1.0,601.0,-37.87986,145.10733
31616,Cheltenham,3,t,875000,03/03/2018,17.9,3192,3.0,2.0,1.0,163.0,-37.96066,145.04109
31617,Cheltenham,3,h,1305000,03/03/2018,17.9,3192,3.0,1.0,2.0,694.0,-37.96027,145.0442
31619,Clarinda,5,h,1425000,03/03/2018,17.5,3169,5.0,3.0,4.0,756.0,-37.93591,145.10489
31620,Clayton South,3,h,1020000,03/03/2018,17.5,3169,3.0,1.0,1.0,620.0,-37.93116,145.11738
31622,Clifton Hill,3,h,935000,03/03/2018,3.6,3068,3.0,3.0,1.0,66.0,-37.79496,144.99881
31628,Coburg,3,u,881000,03/03/2018,6.7,3058,3.0,1.0,1.0,318.0,-37.75025,144.95088
31629,Coburg,2,h,857000,03/03/2018,6.7,3058,2.0,1.0,1.0,236.0,-37.73936,144.96454
31631,Coburg,3,h,1000000,03/03/2018,6.7,3058,3.0,1.0,2.0,459.0,-37.74273,144.95162
31634,Coburg North,4,h,1115000,03/03/2018,6.7,3058,4.0,3.0,2.0,318.0,-37.71943,144.95891
31636,Collingwood,3,h,2330000,03/03/2018,2.0,3066,3.0,2.0,2.0,178.0,-37.79709,144.98808
31637,Coolaroo,4,h,550000,03/03/2018,17.4,3048,4.0,2.0,2.0,605.0,-37.66351,144.93204
31638,Craigieburn,4,h,750000,03/03/2018,20.6,3064,4.0,2.0,2.0,544.0,-37.58783,144.90095
31640,Craigieburn,3,h,530000,03/03/2018,20.6,3064,3.0,2.0,2.0,375.0,-37.59307,144.89858
31641,Craigieburn,3,h,540000,03/03/2018,20.6,3064,3.0,1.0,2.0,649.0,-37.59189,144.9215
31642,Craigieburn,4,h,619500,03/03/2018,20.6,3064,4.0,2.0,2.0,431.0,-37.57606,144.90624
31643,Craigieburn,3,h,592500,03/03/2018,20.6,3064,3.0,2.0,2.0,412.0,-37.56819,144.90423
31644,Craigieburn,4,h,696000,03/03/2018,20.6,3064,4.0,2.0,2.0,543.0,-37.59902,144.90479
31646,Craigieburn,3,t,430000,03/03/2018,20.6,3064,3.0,2.0,1.0,150.0,-37.57247,144.92659
31647,Cremorne,2,h,1410000,03/03/2018,2.4,3121,2.0,2.0,3.0,146.0,-37.82816,144.99532
31649,Croydon,4,h,1220000,03/03/2018,23.0,3136,4.0,2.0,2.0,1068.0,-37.7841,145.28877
31650,Croydon,3,h,676000,03/03/2018,23.0,3136,3.0,1.0,1.0,773.0,-37.79385,145.25667
31655,Dallas,3,h,434000,03/03/2018,14.0,3047,3.0,1.0,2.0,615.0,-37.66686,144.93747
31656,Dandenong,3,h,611000,03/03/2018,24.7,3175,3.0,1.0,1.0,584.0,-37.97745,145.2009
31658,Dandenong North,3,h,690000,03/03/2018,24.7,3175,3.0,2.0,2.0,540.0,-37.94455,145.20036
31659,Dandenong North,4,h,850000,03/03/2018,24.7,3175,4.0,2.0,2.0,553.0,-37.94691,145.20255
31665,Deer Park,4,h,545000,03/03/2018,14.8,3023,4.0,2.0,2.0,401.0,-37.77475,144.75653
31666,Diamond Creek,4,h,1100000,03/03/2018,21.8,3089,4.0,2.0,2.0,754.0,-37.67695,145.14187
31667,Diggers Rest,3,h,485000,03/03/2018,27.7,3427,3.0,2.0,2.0,690.0,-37.62434,144.71021
31668,Dingley Village,3,h,1130000,03/03/2018,22.2,3172,3.0,2.0,2.0,994.0,-37.98718,145.13375
31669,Dingley Village,4,h,883500,03/03/2018,22.2,3172,4.0,2.0,2.0,556.0,-37.98722,145.13573
31670,Dingley Village,3,h,900000,03/03/2018,22.2,3172,3.0,2.0,2.0,572.0,-37.98068,145.13389
31672,Dingley Village,3,h,870000,03/03/2018,22.2,3172,3.0,2.0,3.0,532.0,-37.9796,145.12432
31673,Dingley Village,3,h,880000,03/03/2018,22.2,3172,3.0,2.0,2.0,531.0,-37.98269,145.12811
31674,Doncaster East,4,h,1200000,03/03/2018,14.3,3109,4.0,2.0,1.0,728.0,-37.79941,145.15742
31676,Doncaster East,3,h,1610000,03/03/2018,14.3,3109,3.0,1.0,0.0,728.0,-37.78682,145.15866
31678,Doncaster East,4,h,1200000,03/03/2018,14.3,3109,4.0,2.0,2.0,785.0,-37.75528,145.176
31682,Doreen,3,h,537000,03/03/2018,25.9,3754,3.0,2.0,2.0,319.0,-37.60044,145.12161
31683,Doreen,3,h,530000,03/03/2018,25.9,3754,3.0,2.0,2.0,368.0,-37.60779,145.11774
31684,Doreen,6,h,970000,03/03/2018,25.9,3754,6.0,3.0,2.0,518.0,-37.57785,145.12413
31685,Doreen,3,h,490000,03/03/2018,25.9,3754,3.0,2.0,1.0,336.0,-37.60472,145.1262
31688,Eaglemont,4,h,1950000,03/03/2018,8.9,3084,4.0,3.0,3.0,473.0,-37.75922,145.05555
31690,Edithvale,3,t,1157000,03/03/2018,27.0,3196,3.0,2.0,2.0,367.0,-38.0431,145.11545
31693,Elsternwick,5,h,2245000,03/03/2018,7.2,3185,5.0,2.0,4.0,729.0,-37.88854,145.01357
31694,Elsternwick,4,h,2200000,03/03/2018,7.2,3185,4.0,2.0,1.0,408.0,-37.87979,145.01267
31695,Elsternwick,3,h,2100000,03/03/2018,7.2,3185,3.0,2.0,1.0,346.0,-37.88319,145.01142
31697,Elsternwick,3,h,2235000,03/03/2018,7.2,3185,3.0,2.0,2.0,520.0,-37.88983,145.00497
31700,Eltham,3,h,1165000,03/03/2018,18.0,3095,3.0,2.0,2.0,1960.0,-37.73401,145.13784
31701,Eltham,4,h,1135000,03/03/2018,18.0,3095,4.0,2.0,3.0,1046.0,-37.69823,145.17286
31710,Elwood,4,h,1920000,03/03/2018,7.2,3184,4.0,3.0,2.0,339.0,-37.88271,144.99216
31714,Elwood,3,h,2450000,03/03/2018,7.2,3184,3.0,2.0,3.0,548.0,-37.88349,144.98711
31715,Endeavour Hills,4,h,1090000,03/03/2018,28.5,3802,4.0,3.0,2.0,581.0,-37.98081,145.26047
31717,Epping,3,h,600000,03/03/2018,19.6,3076,3.0,2.0,2.0,461.0,-37.62844,145.00884
31720,Epping,3,h,600000,03/03/2018,19.6,3076,3.0,1.0,2.0,541.0,-37.64567,145.03434
31721,Epping,5,h,670000,03/03/2018,19.6,3076,5.0,2.0,2.0,612.0,-37.63594,145.03306
31722,Essendon,3,h,1725000,03/03/2018,7.5,3040,3.0,1.0,2.0,607.0,-37.74441,144.92319
31724,Essendon,3,h,1570000,03/03/2018,7.5,3040,3.0,1.0,2.0,767.0,-37.74305,144.90361
31725,Essendon,4,h,1955000,03/03/2018,7.5,3040,4.0,2.0,2.0,647.0,-37.75144,144.8938
31726,Essendon,4,h,1500000,03/03/2018,7.5,3040,4.0,2.0,4.0,810.0,-37.74452,144.89144
31728,Essendon,3,u,818000,03/03/2018,7.5,3040,3.0,1.0,1.0,233.0,-37.75412,144.89546
31729,Essendon,5,h,1556000,03/03/2018,7.5,3040,5.0,3.0,2.0,334.0,-37.74999,144.89622
31735,Fawkner,3,h,750000,03/03/2018,13.1,3060,3.0,2.0,2.0,689.0,-37.70762,144.97687
31736,Fawkner,3,h,750000,03/03/2018,13.1,3060,3.0,1.0,1.0,720.0,-37.70591,144.97636
31737,Fawkner,3,h,740000,03/03/2018,13.1,3060,3.0,2.0,1.0,595.0,-37.69628,144.96752
31738,Fawkner,3,h,865000,03/03/2018,13.1,3060,3.0,2.0,4.0,533.0,-37.69747,144.9744
31739,Fawkner,3,h,600000,03/03/2018,13.1,3060,3.0,1.0,2.0,603.0,-37.71376,144.97239
31743,Fitzroy,3,h,1595000,03/03/2018,2.1,3065,3.0,2.0,2.0,136.0,-37.79726,144.98113
