,Date,Suburb,Postcode,Latitude,Longtitude,Distance,Type,Rooms,Bedroom,Bathroom,Car,Landsize,Price
31163,10/02/2018,Doncaster,3108,-37.77488,145.12952,12.4,t,3,3,2,2,152,885000
31165,10/02/2018,Doreen,3754,-37.60448,145.10918,25.9,h,3,3,2,2,403,622000
31166,10/02/2018,Edithvale,3196,-38.03273,145.11773,27.0,t,2,2,1,2,140,545000
31167,10/02/2018,Eltham,3095,-37.72056,145.15035,18.0,h,3,3,1,2,677,821000
31172,10/02/2018,Essendon,3040,-37.74439,144.923,7.5,h,3,3,1,2,580,1715000
31177,10/02/2018,Ferntree Gully,3156,-37.87643,145.2833,24.8,h,3,3,2,2,852,750000
31190,10/02/2018,Glen Waverley,3150,-37.88724,145.17532,16.7,h,5,5,3,2,962,1925000
31197,10/02/2018,Greenvale,3059,-37.638,144.88286,20.4,h,4,4,2,4,847,746000
31204,10/02/2018,Heatherton,3202,-37.95266,145.08088,18.7,h,3,3,1,3,707,876000
31208,10/02/2018,Hillside,3037,-37.68197,144.73107,18.0,h,4,4,2,3,680,680000
31211,10/02/2018,Hoppers Crossing,3029,-37.88685,144.69052,18.4,h,3,3,2,4,941,795000
31215,10/02/2018,Hoppers Crossing,3029,-37.85713,144.68278,18.4,h,3,3,2,2,685,556000
31218,10/02/2018,Kealba,3021,-37.73027,144.81655,14.0,h,4,4,2,2,568,610000
31219,10/02/2018,Keilor Downs,3038,-37.71482,144.80286,15.5,h,4,4,2,3,695,665000
31220,10/02/2018,Keilor East,3033,-37.73587,144.87057,11.7,h,3,3,1,2,638,980000
31225,10/02/2018,Keysborough,3173,-37.9866,145.16244,25.2,h,3,3,1,4,529,715000
31229,10/02/2018,Kingsville,3012,-37.80629,144.88062,6.4,h,3,3,1,0,276,1020000
31231,10/02/2018,Lalor,3075,-37.66699,145.02421,16.3,h,3,3,1,2,661,625000
31238,10/02/2018,Maribyrnong,3032,-37.7701,144.8791,4.3,t,3,3,2,2,225,765000
31242,10/02/2018,Meadow Heights,3048,-37.65171,144.92752,17.4,h,3,3,1,2,844,587000
31247,10/02/2018,Mernda,3754,-37.5858,145.08812,25.9,h,4,4,2,2,399,610000
31249,10/02/2018,Mernda,3754,-37.59759,145.07958,25.9,h,3,3,2,1,212,517000
31250,10/02/2018,Mernda,3754,-37.60306,145.07103,25.9,h,4,4,2,2,452,573500
31251,10/02/2018,Mernda,3754,-37.60426,145.06782,25.9,h,4,4,2,2,448,610000
31253,10/02/2018,Mill Park,3082,-37.66894,145.06767,17.9,h,3,3,2,1,613,690500
31254,10/02/2018,Mill Park,3082,-37.67427,145.06955,17.9,h,4,4,2,2,678,825000
31255,10/02/2018,Mill Park,3082,-37.66605,145.06576,17.9,h,4,4,2,1,610,737000
31261,10/02/2018,Moonee Ponds,3039,-37.77078,144.91244,6.2,h,3,3,2,1,313,1285000
31262,10/02/2018,Moonee Ponds,3039,-37.76195,144.91775,6.2,h,3,3,1,1,288,1075000
31264,10/02/2018,Moorabbin,3189,-37.94298,145.04118,14.3,t,3,3,2,2,230,915000
31272,10/02/2018,Mulgrave,3170,-37.92569,145.17261,18.8,h,4,4,2,1,652,880000
31275,10/02/2018,Mulgrave,3170,-37.92096,145.16791,18.8,h,3,3,1,1,569,828000
31276,10/02/2018,Mulgrave,3170,-37.93144,145.16955,18.8,h,3,3,2,2,651,842000
31278,10/02/2018,Narre Warren,3805,-37.99859,145.29461,34.1,h,3,3,2,2,621,652000
31280,10/02/2018,Narre Warren,3805,-38.0079,145.32165,34.1,t,3,3,2,1,227,495000
31282,10/02/2018,Niddrie,3042,-37.74035,144.88977,10.4,h,4,4,2,1,652,1300000
31285,10/02/2018,Noble Park,3174,-37.97313,145.18995,22.7,h,3,3,1,1,640,700000
31288,10/02/2018,Northcote,3070,-37.76703,145.00811,5.3,t,2,2,1,1,205,960000
31290,10/02/2018,Nunawading,3131,-37.80794,145.18282,15.4,h,3,3,1,2,588,970000
31294,10/02/2018,Point Cook,3030,-37.88253,144.72763,14.7,h,4,4,2,2,540,733000
31296,10/02/2018,Point Cook,3030,-37.91415,144.77648,14.7,h,4,4,2,2,496,760000
31300,10/02/2018,Point Cook,3030,-37.8812,144.72912,14.7,h,4,4,2,2,530,697000
31301,10/02/2018,Point Cook,3030,-37.89867,144.72649,14.7,h,4,4,2,2,400,631500
31305,10/02/2018,Port Melbourne,3207,-37.83398,144.93968,3.5,h,3,3,1,2,247,1950000
31310,10/02/2018,Reservoir,3073,-37.69765,145.0022,12.0,h,3,3,1,1,715,775000
31318,10/02/2018,Rosanna,3084,-37.73281,145.0693,8.9,h,4,4,2,2,762,1210000
31325,10/02/2018,Sandhurst,3977,-38.07968,145.21696,34.7,h,3,3,3,2,390,640000
31326,10/02/2018,Sandringham,3191,-37.9482,145.00452,15.2,h,4,4,2,2,446,1600000
31328,10/02/2018,Seaford,3198,-38.0984,145.12932,35.4,h,4,4,1,2,630,800000
31330,10/02/2018,South Kingsville,3015,-37.83163,144.86828,6.2,t,4,4,3,2,328,1015000
31333,10/02/2018,South Morang,3752,-37.65263,145.0977,20.5,h,3,3,2,2,600,652000
31345,10/02/2018,Sunbury,3429,-37.5732,144.71182,31.7,h,4,4,2,2,641,610000
31350,10/02/2018,Sunshine,3020,-37.79585,144.82296,10.5,h,3,3,1,4,650,781000
31353,10/02/2018,Tarneit,3029,-37.85303,144.66346,18.4,h,3,3,2,2,351,516000
31355,10/02/2018,Taylors Hill,3037,-37.70715,144.75963,18.0,h,4,4,2,2,596,735000
31358,10/02/2018,Templestowe Lower,3107,-37.75616,145.10615,12.4,h,4,4,2,0,754,1150000
31360,10/02/2018,Templestowe Lower,3107,-37.7729,145.1228,12.4,h,4,4,3,2,735,1410000
31362,10/02/2018,Thomastown,3074,-37.67888,144.98909,15.3,h,4,4,1,5,581,600000
31364,10/02/2018,Thornbury,3071,-37.75715,145.00692,7.0,h,4,4,1,4,746,1850000
31366,10/02/2018,Truganina,3029,-37.85099,144.73935,18.4,h,4,4,2,2,350,612500
31367,10/02/2018,Truganina,3029,-37.84477,144.73444,18.4,h,4,4,2,2,350,607000
31368,10/02/2018,Truganina,3029,-37.84588,144.71585,18.4,h,4,4,2,2,510,611000
31369,10/02/2018,Truganina,3029,-37.84391,144.7258,18.4,h,3,3,2,2,560,557500
31370,10/02/2018,Tullamarine,3043,-37.69434,144.88226,12.9,h,4,4,2,1,534,680000
31371,10/02/2018,Upwey,3158,-37.9075,145.3198,29.3,h,5,5,2,3,1993,1075000
31374,10/02/2018,Wantirna South,3152,-37.86148,145.2445,14.7,h,5,5,2,2,911,1371000
31375,10/02/2018,Wantirna South,3152,-37.85964,145.24186,14.7,h,3,3,1,2,720,940000
31378,10/02/2018,Werribee,3030,-37.91492,144.66867,14.7,h,3,3,1,2,560,470000
31380,10/02/2018,Werribee,3030,-37.90304,144.61191,14.7,h,4,4,2,2,294,580000
31381,10/02/2018,Wheelers Hill,3150,-37.90426,145.18722,16.7,h,4,4,2,2,855,1580000
31382,10/02/2018,Williams Landing,3027,-37.85682,144.73773,17.6,t,3,3,2,2,222,475000
31384,10/02/2018,Williamstown North,3016,-37.85326,144.87411,6.8,h,3,3,2,4,517,1000000
31385,10/02/2018,Wollert,3750,-37.61005,145.0413,25.5,h,4,4,2,2,391,620000
31386,10/02/2018,Wollert,3750,-37.61762,145.02768,25.5,h,4,4,2,2,384,615000
31389,20/01/2018,Airport West,3042,-37.72282,144.88373,10.4,h,5,5,2,3,764,1025000
31391,20/01/2018,Dandenong North,3175,-37.96877,145.22082,24.7,h,3,3,1,1,557,631000
31395,20/01/2018,Kilsyth,3137,-37.80416,145.30734,26.0,h,3,3,1,1,623,650000
31396,20/01/2018,Knoxfield,3180,-37.87515,145.25241,23.3,h,5,5,3,2,528,935000
31402,20/01/2018,Rosanna,3084,-37.73675,145.06889,8.9,h,4,4,2,2,628,1180000
31403,20/01/2018,Seaford,3198,-38.10309,145.13228,35.4,h,3,3,1,1,671,760000
31405,20/01/2018,Wallan,3756,-37.41953,144.98206,44.2,h,3,3,2,2,683,430000
31406,20/01/2018,Wantirna,3152,-37.85474,145.24076,14.7,h,4,4,2,2,642,975000
31409,27/01/2018,Ardeer,3022,-37.77459,144.7983,12.8,h,3,3,1,2,697,620000
31411,27/01/2018,Epping,3076,-37.62702,145.02508,19.6,h,4,4,2,2,617,775000
31412,27/01/2018,Ferntree Gully,3156,-37.88221,145.27804,24.8,h,3,3,1,2,1309,900000
31413,27/01/2018,Frankston,3199,-38.14541,145.14711,38.0,h,3,3,1,1,616,625000
31416,27/01/2018,Surrey Hills,3127,-37.82159,145.09521,10.2,h,3,3,2,2,307,1550000
31418,27/01/2018,Wheelers Hill,3150,-37.89194,145.18994,16.7,h,4,4,2,2,697,1077000
31421,3/03/2018,Airport West,3042,-37.71716,144.8837,10.4,h,3,3,2,1,306,890000
31423,3/03/2018,Airport West,3042,-37.73174,144.88086,10.4,h,3,3,2,1,303,975000
31424,3/03/2018,Airport West,3042,-37.71968,144.87756,10.4,t,3,3,2,2,314,891000
31427,3/03/2018,Albert Park,3206,-37.84937,144.95414,3.0,h,3,3,2,0,134,1650000
31428,3/03/2018,Alphington,3078,-37.78292,145.0206,5.7,h,4,4,1,2,574,1480000
31429,3/03/2018,Alphington,3078,-37.78598,145.03305,5.7,h,4,4,2,3,1134,2420000
31430,3/03/2018,Altona,3018,-37.87025,144.83385,11.0,h,3,3,2,2,690,1815000
31431,3/03/2018,Altona Meadows,3028,-37.87502,144.77956,15.5,h,3,3,2,1,479,600000
31432,3/03/2018,Altona North,3025,-37.8454,144.84711,9.4,h,3,3,1,2,441,700000
31433,3/03/2018,Ardeer,3022,-37.77881,144.80431,12.8,h,4,4,1,4,601,624000
31441,3/03/2018,Ascot Vale,3032,-37.77202,144.90731,4.3,h,3,3,1,1,272,1050000
31443,3/03/2018,Ashburton,3147,-37.87132,145.07267,10.2,h,5,5,2,2,697,2850500
31444,3/03/2018,Ashburton,3147,-37.86448,145.09009,10.2,h,4,4,2,2,666,1400000
31447,3/03/2018,Aspendale,3195,-38.01646,145.09967,21.5,t,3,3,2,1,284,1095000
31448,3/03/2018,Aspendale Gardens,3195,-38.02454,145.1156,21.5,h,3,3,2,2,633,1015000
31451,3/03/2018,Avondale Heights,3034,-37.76978,144.86273,9.5,h,3,3,1,2,604,904000
31452,3/03/2018,Avondale Heights,3034,-37.76658,144.85874,9.5,h,3,3,2,1,321,680000
31453,3/03/2018,Avondale Heights,3034,-37.76038,144.85798,9.5,h,3,3,1,1,581,725000
31457,3/03/2018,Balwyn,3103,-37.8092,145.10299,7.9,h,5,5,2,2,1105,2800000
31458,3/03/2018,Balwyn,3103,-37.80596,145.0694,7.9,h,5,5,2,3,678,2360000
31460,3/03/2018,Balwyn,3103,-37.81191,145.09783,7.9,h,5,5,3,3,1527,4000000
31461,3/03/2018,Balwyn,3103,-37.81705,145.08319,7.9,h,4,4,2,3,525,2140000
31464,3/03/2018,Balwyn North,3104,-37.79589,145.09988,9.7,t,4,4,2,2,260,1190000
31465,3/03/2018,Balwyn North,3104,-37.79063,145.09677,9.7,h,5,5,1,2,760,1510000
31467,3/03/2018,Balwyn North,3104,-37.7864,145.09216,9.7,h,4,4,2,2,576,2255000
31469,3/03/2018,Balwyn North,3104,-37.79021,145.06674,9.7,h,4,4,2,2,823,1905000
31473,3/03/2018,Beaumaris,3193,-37.9904,145.03871,17.3,t,4,4,2,3,353,1820000
31474,3/03/2018,Beaumaris,3193,-37.97559,145.04546,17.3,h,4,4,2,2,646,1645000
31475,3/03/2018,Beaumaris,3193,-37.98376,145.04501,17.3,h,3,3,1,2,759,1674000
31476,3/03/2018,Beaumaris,3193,-37.98075,145.03856,17.3,h,4,4,2,2,700,1550000
31478,3/03/2018,Beaumaris,3193,-37.98124,145.04465,17.3,h,4,4,3,4,689,1880000
31479,3/03/2018,Bentleigh,3204,-37.91756,145.02587,11.4,h,4,4,2,2,654,1625000
31480,3/03/2018,Bentleigh,3204,-37.9193,145.0385,11.4,h,4,4,2,2,786,1700000
31481,3/03/2018,Bentleigh,3204,-37.92459,145.04521,11.4,h,3,3,1,2,787,1605000
31482,3/03/2018,Bentleigh,3204,-37.92025,145.03482,11.4,t,3,3,2,1,359,1350000
31483,3/03/2018,Bentleigh,3204,-37.93044,145.04724,11.4,t,2,2,1,1,256,920000
31484,3/03/2018,Bentleigh,3204,-37.92594,145.0433,11.4,h,4,4,2,1,587,1300000
31488,3/03/2018,Bentleigh East,3165,-37.92355,145.05562,13.8,h,3,3,1,2,609,1260000
31489,3/03/2018,Bentleigh East,3165,-37.92438,145.05175,13.8,t,2,2,2,1,190,883000
31490,3/03/2018,Bentleigh East,3165,-37.91745,145.07208,13.8,h,3,3,1,2,584,1155000
31492,3/03/2018,Bentleigh East,3165,-37.91372,145.07488,13.8,t,4,4,3,2,354,1282000
31493,3/03/2018,Bentleigh East,3165,-37.92699,145.08081,13.8,h,3,3,2,4,564,1015000
31494,3/03/2018,Bentleigh East,3165,-37.92498,145.06907,13.8,h,3,3,1,2,666,1180000
31495,3/03/2018,Bentleigh East,3165,-37.91653,145.05705,13.8,h,5,5,3,2,400,1669000
31496,3/03/2018,Bentleigh East,3165,-37.92083,145.07083,13.8,h,3,3,1,1,595,1146000
31499,3/03/2018,Black Rock,3193,-37.97585,145.02455,17.3,h,4,4,2,1,550,1980000
31500,3/03/2018,Blackburn,3130,-37.82598,145.14717,13.4,h,5,5,2,3,886,1670000
31506,3/03/2018,Blackburn North,3130,-37.80227,145.16073,13.4,h,4,4,2,2,938,1300000
31508,3/03/2018,Blackburn North,3130,-37.80912,145.14443,13.4,t,3,3,2,2,210,850000
31509,3/03/2018,Blackburn South,3130,-37.83533,145.14455,13.4,h,4,4,2,1,560,1400000
31510,3/03/2018,Blackburn South,3130,-37.8442,145.155,13.4,h,3,3,1,1,542,870000
31513,3/03/2018,Box Hill,3128,-37.82346,145.12631,10.9,h,4,4,3,2,686,2128888
31514,3/03/2018,Braybrook,3019,-37.78308,144.85297,8.6,h,3,3,1,1,603,801500
31516,3/03/2018,Brighton,3186,-37.89085,144.99983,10.5,h,3,3,2,2,545,1925000
31517,3/03/2018,Brighton,3186,-37.92093,145.00499,10.5,h,4,4,3,2,839,3590000
31518,3/03/2018,Brighton,3186,-37.88786,144.99853,10.5,h,3,3,1,1,468,1826000
31520,3/03/2018,Brighton,3186,-37.90914,145.00477,10.5,h,2,2,1,0,199,1250000
31521,3/03/2018,Brighton,3186,-37.9065,145.00572,10.5,h,4,4,2,2,564,2500000
31522,3/03/2018,Brighton,3186,-37.90841,145.00497,10.5,h,4,4,2,1,393,2300000
31524,3/03/2018,Brighton East,3187,-37.9076,145.02043,10.3,h,4,4,2,2,612,1840000
31525,3/03/2018,Brighton East,3187,-37.90684,145.01793,10.3,h,4,4,2,2,604,1736000
31526,3/03/2018,Brighton East,3187,-37.91751,145.02181,10.3,h,3,3,1,2,632,1700000
31527,3/03/2018,Brighton East,3187,-37.92314,145.01082,10.3,h,3,3,2,2,278,1850000
31528,3/03/2018,Brighton East,3187,-37.91908,145.01332,10.3,h,4,4,2,2,598,2500000
31529,3/03/2018,Brighton East,3187,-37.92367,145.00993,10.3,h,4,4,2,2,602,2070000
31530,3/03/2018,Brighton East,3187,-37.90945,145.00989,10.3,h,4,4,2,2,550,1555000
31531,3/03/2018,Brighton East,3187,-37.91708,145.01154,10.3,h,5,5,3,2,651,2500000
31532,3/03/2018,Brighton East,3187,-37.91678,145.01675,10.3,h,4,4,3,3,602,2000000
31533,3/03/2018,Broadmeadows,3047,-37.67841,144.91021,14.0,h,3,3,1,2,566,560000
31536,3/03/2018,Broadmeadows,3047,-37.68631,144.92135,14.0,h,2,2,1,2,711,711000
31537,3/03/2018,Broadmeadows,3047,-37.69217,144.91767,14.0,h,3,3,1,0,647,653000
31538,3/03/2018,Broadmeadows,3047,-37.68957,144.92224,14.0,h,3,3,1,1,237,407500
31539,3/03/2018,Broadmeadows,3047,-37.68238,144.92685,14.0,h,4,4,1,2,604,560000
31541,3/03/2018,Brunswick,3056,-37.76289,144.95552,5.2,h,4,4,2,1,373,1500000
31544,3/03/2018,Brunswick,3056,-37.75703,144.96991,5.2,h,3,3,1,1,392,1100000
31545,3/03/2018,Brunswick,3056,-37.75663,144.95618,5.2,h,4,4,1,3,520,1325000
31548,3/03/2018,Brunswick,3056,-37.76111,144.97035,5.2,h,2,2,1,0,182,900000
31552,3/03/2018,Brunswick,3056,-37.77321,144.96039,5.2,h,3,3,1,1,262,1160000
31553,3/03/2018,Brunswick,3056,-37.76043,144.95136,5.2,h,4,4,2,1,412,1661000
31557,3/03/2018,Brunswick West,3055,-37.7575,144.93606,5.2,h,3,3,1,4,532,950000
31559,3/03/2018,Brunswick West,3055,-37.76347,144.94509,5.2,h,3,3,1,2,316,1250000
31560,3/03/2018,Brunswick West,3055,-37.77088,144.94737,5.2,h,4,4,1,1,536,1440200
31561,3/03/2018,Brunswick West,3055,-37.76285,144.94346,5.2,h,3,3,1,0,366,1345000
31563,3/03/2018,Bulleen,3105,-37.77856,145.09945,10.8,h,4,4,2,4,722,1337000
31564,3/03/2018,Bulleen,3105,-37.76281,145.09159,10.8,h,4,4,3,2,358,1310000
31567,3/03/2018,Bundoora,3083,-37.70299,145.06753,12.1,h,3,3,2,2,652,785000
31569,3/03/2018,Burwood,3125,-37.84546,145.11967,10.4,h,3,3,1,1,588,1308000
31570,3/03/2018,Burwood,3125,-37.84533,145.09897,10.4,h,3,3,1,1,674,1461000
31571,3/03/2018,Burwood,3125,-37.85628,145.10906,10.4,h,3,3,1,2,772,1388000
31572,3/03/2018,Burwood East,3151,-37.85174,145.14003,14.7,h,3,3,1,2,365,980000
31573,3/03/2018,Burwood East,3151,-37.8576,145.14467,14.7,h,4,4,1,1,645,1177000
31574,3/03/2018,Burwood East,3151,-37.85275,145.16108,14.7,h,4,4,2,2,466,1290000
31575,3/03/2018,Burwood East,3151,-37.85005,145.15652,14.7,h,3,3,1,2,585,1140000
31576,3/03/2018,Burwood East,3151,-37.84767,145.15369,14.7,h,3,3,2,2,608,1177000
31577,3/03/2018,Camberwell,3124,-37.84717,145.09062,7.7,h,4,4,2,3,616,2175000
31580,3/03/2018,Camberwell,3124,-37.84198,145.09534,7.7,h,7,7,3,3,654,1700000
31583,3/03/2018,Camberwell,3124,-37.84593,145.09538,7.7,h,4,4,2,4,944,2200000
31584,3/03/2018,Camberwell,3124,-37.84003,145.0691,7.7,h,4,4,2,2,701,2175000
31595,3/03/2018,Carlton North,3054,-37.788,144.96978,3.5,h,2,2,1,0,96,1065000
31601,3/03/2018,Carrum Downs,3201,-38.11464,145.19301,34.9,h,4,4,2,2,670,562500
31602,3/03/2018,Carrum Downs,3201,-38.11564,145.19023,34.9,h,3,3,1,2,615,510000
31604,3/03/2018,Carrum Downs,3201,-38.09113,145.19244,34.9,h,3,3,2,2,509,550000
31606,3/03/2018,Caulfield South,3162,-37.89524,145.01615,8.7,h,3,3,2,1,297,1530000
31608,3/03/2018,Caulfield South,3162,-37.89927,145.032,8.7,h,3,3,2,2,370,1425000
31609,3/03/2018,Caulfield South,3162,-37.89762,145.02297,8.7,h,2,2,1,2,347,1101000
31610,3/03/2018,Caulfield South,3162,-37.89923,145.03,8.7,h,3,3,3,4,959,2000000
31613,3/03/2018,Chadstone,3148,-37.87456,145.1027,11.7,h,3,3,1,2,690,1300000
31614,3/03/2018,Chadstone,3148,-37.87986,145.10733,11.7,h,3,3,1,1,601,960000
31616,3/03/2018,Cheltenham,3192,-37.96066,145.04109,17.9,t,3,3,2,1,163,875000
31617,3/03/2018,Cheltenham,3192,-37.96027,145.0442,17.9,h,3,3,1,2,694,1305000
31619,3/03/2018,Clarinda,3169,-37.93591,145.10489,17.5,h,5,5,3,4,756,1425000
31620,3/03/2018,Clayton South,3169,-37.93116,145.11738,17.5,h,3,3,1,1,620,1020000
31622,3/03/2018,Clifton Hill,3068,-37.79496,144.99881,3.6,h,3,3,3,1,66,935000
31628,3/03/2018,Coburg,3058,-37.75025,144.95088,6.7,u,3,3,1,1,318,881000
31629,3/03/2018,Coburg,3058,-37.73936,144.96454,6.7,h,2,2,1,1,236,857000
31631,3/03/2018,Coburg,3058,-37.74273,144.95162,6.7,h,3,3,1,2,459,1000000
31634,3/03/2018,Coburg North,3058,-37.71943,144.95891,6.7,h,4,4,3,2,318,1115000
31636,3/03/2018,Collingwood,3066,-37.79709,144.98808,2.0,h,3,3,2,2,178,2330000
31637,3/03/2018,Coolaroo,3048,-37.66351,144.93204,17.4,h,4,4,2,2,605,550000
31638,3/03/2018,Craigieburn,3064,-37.58783,144.90095,20.6,h,4,4,2,2,544,750000
31640,3/03/2018,Craigieburn,3064,-37.59307,144.89858,20.6,h,3,3,2,2,375,530000
31641,3/03/2018,Craigieburn,3064,-37.59189,144.9215,20.6,h,3,3,1,2,649,540000
31642,3/03/2018,Craigieburn,3064,-37.57606,144.90624,20.6,h,4,4,2,2,431,619500
31643,3/03/2018,Craigieburn,3064,-37.56819,144.90423,20.6,h,3,3,2,2,412,592500
31644,3/03/2018,Craigieburn,3064,-37.59902,144.90479,20.6,h,4,4,2,2,543,696000
31646,3/03/2018,Craigieburn,3064,-37.57247,144.92659,20.6,t,3,3,2,1,150,430000
31647,3/03/2018,Cremorne,3121,-37.82816,144.99532,2.4,h,2,2,2,3,146,1410000
31649,3/03/2018,Croydon,3136,-37.7841,145.28877,23.0,h,4,4,2,2,1068,1220000
31650,3/03/2018,Croydon,3136,-37.79385,145.25667,23.0,h,3,3,1,1,773,676000
31655,3/03/2018,Dallas,3047,-37.66686,144.93747,14.0,h,3,3,1,2,615,434000
31656,3/03/2018,Dandenong,3175,-37.97745,145.2009,24.7,h,3,3,1,1,584,611000
31658,3/03/2018,Dandenong North,3175,-37.94455,145.20036,24.7,h,3,3,2,2,540,690000
31659,3/03/2018,Dandenong North,3175,-37.94691,145.20255,24.7,h,4,4,2,2,553,850000
31665,3/03/2018,Deer Park,3023,-37.77475,144.75653,14.8,h,4,4,2,2,401,545000
31666,3/03/2018,Diamond Creek,3089,-37.67695,145.14187,21.8,h,4,4,2,2,754,1100000
31667,3/03/2018,Diggers Rest,3427,-37.62434,144.71021,27.7,h,3,3,2,2,690,485000
31668,3/03/2018,Dingley Village,3172,-37.98718,145.13375,22.2,h,3,3,2,2,994,1130000
31669,3/03/2018,Dingley Village,3172,-37.98722,145.13573,22.2,h,4,4,2,2,556,883500
31670,3/03/2018,Dingley Village,3172,-37.98068,145.13389,22.2,h,3,3,2,2,572,900000
31672,3/03/2018,Dingley Village,3172,-37.9796,145.12432,22.2,h,3,3,2,3,532,870000
31673,3/03/2018,Dingley Village,3172,-37.98269,145.12811,22.2,h,3,3,2,2,531,880000
31674,3/03/2018,Doncaster East,3109,-37.79941,145.15742,14.3,h,4,4,2,1,728,1200000
31676,3/03/2018,Doncaster East,3109,-37.78682,145.15866,14.3,h,3,3,1,0,728,1610000
31678,3/03/2018,Doncaster East,3109,-37.75528,145.176,14.3,h,4,4,2,2,785,1200000
31682,3/03/2018,Doreen,3754,-37.60044,145.12161,25.9,h,3,3,2,2,319,537000
31683,3/03/2018,Doreen,3754,-37.60779,145.11774,25.9,h,3,3,2,2,368,530000
31684,3/03/2018,Doreen,3754,-37.57785,145.12413,25.9,h,6,6,3,2,518,970000
31685,3/03/2018,Doreen,3754,-37.60472,145.1262,25.9,h,3,3,2,1,336,490000
31688,3/03/2018,Eaglemont,3084,-37.75922,145.05555,8.9,h,4,4,3,3,473,1950000
31690,3/03/2018,Edithvale,3196,-38.0431,145.11545,27.0,t,3,3,2,2,367,1157000
31693,3/03/2018,Elsternwick,3185,-37.88854,145.01357,7.2,h,5,5,2,4,729,2245000
31694,3/03/2018,Elsternwick,3185,-37.87979,145.01267,7.2,h,4,4,2,1,408,2200000
31695,3/03/2018,Elsternwick,3185,-37.88319,145.01142,7.2,h,3,3,2,1,346,2100000
31697,3/03/2018,Elsternwick,3185,-37.88983,145.00497,7.2,h,3,3,2,2,520,2235000
31700,3/03/2018,Eltham,3095,-37.73401,145.13784,18.0,h,3,3,2,2,1960,1165000
31701,3/03/2018,Eltham,3095,-37.69823,145.17286,18.0,h,4,4,2,3,1046,1135000
31710,3/03/2018,Elwood,3184,-37.88271,144.99216,7.2,h,4,4,3,2,339,1920000
31714,3/03/2018,Elwood,3184,-37.88349,144.98711,7.2,h,3,3,2,3,548,2450000
31715,3/03/2018,Endeavour Hills,3802,-37.98081,145.26047,28.5,h,4,4,3,2,581,1090000
31717,3/03/2018,Epping,3076,-37.62844,145.00884,19.6,h,3,3,2,2,461,600000
31720,3/03/2018,Epping,3076,-37.64567,145.03434,19.6,h,3,3,1,2,541,600000
31721,3/03/2018,Epping,3076,-37.63594,145.03306,19.6,h,5,5,2,2,612,670000
31722,3/03/2018,Essendon,3040,-37.74441,144.92319,7.5,h,3,3,1,2,607,1725000
31724,3/03/2018,Essendon,3040,-37.74305,144.90361,7.5,h,3,3,1,2,767,1570000
31725,3/03/2018,Essendon,3040,-37.75144,144.8938,7.5,h,4,4,2,2,647,1955000
31726,3/03/2018,Essendon,3040,-37.74452,144.89144,7.5,h,4,4,2,4,810,1500000
31728,3/03/2018,Essendon,3040,-37.75412,144.89546,7.5,u,3,3,1,1,233,818000
31729,3/03/2018,Essendon,3040,-37.74999,144.89622,7.5,h,5,5,3,2,334,1556000
31735,3/03/2018,Fawkner,3060,-37.70762,144.97687,13.1,h,3,3,2,2,689,750000
31736,3/03/2018,Fawkner,3060,-37.70591,144.97636,13.1,h,3,3,1,1,720,750000
31737,3/03/2018,Fawkner,3060,-37.69628,144.96752,13.1,h,3,3,2,1,595,740000
31738,3/03/2018,Fawkner,3060,-37.69747,144.9744,13.1,h,3,3,2,4,533,865000
31739,3/03/2018,Fawkner,3060,-37.71376,144.97239,13.1,h,3,3,1,2,603,600000
31743,3/03/2018,Fitzroy,3065,-37.79726,144.98113,2.1,h,3,3,2,2,136,1595000
31744,3/03/2018,Fitzroy,3065,-37.80105,144.97899,2.1,h,3,3,3,1,95,2625000
31746,3/03/2018,Fitzroy North,3068,-37.78109,144.97939,3.6,h,4,4,2,1,150,1780000
31747,3/03/2018,Fitzroy North,3068,-37.7896,144.9844,3.6,h,2,2,1,1,263,2002000
31748,3/03/2018,Fitzroy North,3068,-37.78624,144.99343,3.6,h,4,4,2,3,406,1850000
31750,3/03/2018,Fitzroy North,3068,-37.78189,144.98434,3.6,h,3,3,2,2,139,1125000
31757,3/03/2018,Forest Hill,3131,-37.83939,145.16743,15.4,h,2,2,1,1,247,705000
31758,3/03/2018,Forest Hill,3131,-37.85133,145.16943,15.4,h,3,3,1,2,666,880000
31760,3/03/2018,Frankston,3199,-38.14354,145.13891,38.0,h,3,3,1,1,653,654000
31761,3/03/2018,Frankston South,3199,-38.15838,145.1122,38.0,h,3,3,2,2,1004,980000
31763,3/03/2018,Gisborne,3437,-37.49024,144.58636,45.9,h,4,4,3,2,1011,940000
31764,3/03/2018,Gladstone Park,3043,-37.68187,144.88882,12.9,h,4,4,2,4,557,615000
31766,3/03/2018,Glen Iris,3146,-37.85629,145.0663,7.3,t,3,3,2,2,474,2225000
31768,3/03/2018,Glen Iris,3146,-37.86185,145.04527,7.3,h,4,4,3,2,868,3845000
31770,3/03/2018,Glen Iris,3146,-37.8557,145.06655,7.3,h,3,3,2,2,400,1640000
31775,3/03/2018,Glen Waverley,3150,-37.89009,145.15757,16.7,h,4,4,1,1,729,1260000
31780,3/03/2018,Glenroy,3046,-37.69738,144.92402,11.2,h,2,2,1,3,690,725000
31782,3/03/2018,Glenroy,3046,-37.70716,144.93744,11.2,h,4,4,1,4,590,772000
